PWS ID,PWS Name,PWS Type,Owner Type
CA3900921,CARDOZA VILLA CORP,Community water system,Private
CA3901205,LOWER SAC PLAZA,Transient non-community system,Private
CA3901299,BANTA INN WATER SYSTEM,Transient non-community system,Private
CA3900846,OAK VIEW UNION ELEMENTARY SCH,Non-Transient non-community system,Local government
CA5301106,"TRINITY LAKE MARINAS, LLC.",Transient non-community system,Private
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,Community water system,Private
CA5200512,BEND MOBILEHOME & RV PARK,Community water system,Private
CA4700542,ABRAMS LAKE MOBILE ESTATES,Community water system,Private
CA4700546,CAL ORE MOBILE ESTATES,Community water system,Private
CA3901399,CHURCH OF JESUS CHRIST OF LDS,Transient non-community system,Private
CA3902183,DAN R COSTA INC (WS),Transient non-community system,Private
CA1502680,ORANGE GROVE RV PARK,Transient non-community system,Private
CA3705076,NICKEL BEER WATER COMPANY,Transient non-community system,Local government
CA5200519,GERBER UNION ELEMENTARY SCHOOL DISTRICT,Non-Transient non-community system,Local government
CA2801088,V. SATTUI WINERY,Non-Transient non-community system,Private
CA3107329,ANTELOPE OAKS WATER SYSTEM,Non-Transient non-community system,Private
CA4810004,CITY OF RIO VISTA,Community water system,Local government
CA3900666,KING ISLAND RESORT PWS,Transient non-community system,Private
CA4000803,RANCHO SALINAS  MBWC,Community water system,Private
CA1210019,HYDESVILLE CO. W.D.,Community water system,Local government
CA2610001,MAMMOTH CWD,Community water system,Local government
CA5500245,TELELI GOLF CLUB,Transient non-community system,Private
CA4100515,MARTINS BEACH WATER SYSTEM,Transient non-community system,Private
CA5000512,SIKH TEMPLE MODESTO-CERES,Transient non-community system,Private
CA1000667,BOB'S MARKET,Transient non-community system,Private
CA3902210,GERMAN GUYS,Transient non-community system,Private
CA1200518,RIVERSIDE CSD,Community water system,Local government
CA4901464,DUTCHER CROSSING WINERY,Transient non-community system,Private
CA4110011,COASTSIDE COUNTY WATER DISTRICT,Community water system,Local government
CA5810002,LINDA COUNTY WATER DISTRICT,Community water system,Local government
CA2600577,MAMMOTH YOSEMITE AIRPORT,Transient non-community system,Private
CA3900993,NEW JERUSALEM SCHOOL,Non-Transient non-community system,Local government
CA4700601,INDIAN SCOTTY CAMPGROUND,Transient non-community system,Federal government
CA4700603,KANGAROO LAKE CAMPGROUND,Transient non-community system,Federal government
CA4700612,TREE OF HEAVEN CAMPGROUND,Transient non-community system,Federal government
CA4700825,SAWYER S BAR WORK CENTER,Transient non-community system,Federal government
CA4700597,JUANITA LAKE CAMPGROUND,Transient non-community system,Federal government
CA2800023,RUTHERFORD HILL MUTUAL WATER,Non-Transient non-community system,Private
CA3900705,FINNLEES TRAILER PARK,Community water system,Private
CA1400500,COMFORT INN,Transient non-community system,Private
CA5200534,PASKENTA COMM. SERVICES DIST.,Community water system,Private
CA3900721,WOODBRIDGE MOBILE ESTATES,Community water system,Private
CA2801043,SKYLINE PARK,Transient non-community system,Private
CA1500553,RANCHOS DEL RIO,Community water system,Private
CA1000576,LONE STAR DEHYDRATOR,Non-Transient non-community system,Private
CA5400880,THE LAKES ASSOCIATION,Community water system,Private
CA5402030,WAUKENA MARKET,Transient non-community system,Private
CA2000823,PIONEER MARKET,Transient non-community system,Private
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,Community water system,Private
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,Community water system,Local government
CA3700937,LAZY H MUTUAL WATER COMPANY,Community water system,Local government
CA2510001,CITY OF ALTURAS,Community water system,Local government
CA1502044,CAMP TECUYA WATER SYSTEM,Transient non-community system,Private
CA1410505,"NPS - DEATH VALLEY, FURNACE CREEK",Community water system,Federal government
CA1410502,"NPS - DEATH VALLEY, STOVEPIPE WELLS",Community water system,Federal government
CA1410506,"NPS - DEATH VALLEY, SCOTTY S CASTLE",Transient non-community system,Federal government
CA1410509,"NPS - DEATH VALLEY, EMIGRANT RA/CG",Transient non-community system,Federal government
CA0400160,CHICO ROD & GUN CLUB,Transient non-community system,Local government
CA1410507,"NPS - DEATH VALLEY, WILDROSE CMPGD",Transient non-community system,Federal government
CA4000744,AFUERA DE CHORRO WATER COMPANY,Community water system,Private
CA1810801,CAL FIRE-INTERMOUNTAIN CONSERVATION CAMP,Non-Transient non-community system,State government
CA5200864,R-WILD HORSE RANCH,Community water system,Private
CA3301683,THOUSAND TRAILS PALM SPRINGS - MHC,Transient non-community system,Private
CA2100527,MARIN FRENCH CHEESE CO,Non-Transient non-community system,Private
CA4500098,ANDERSON MOBILE HOME PARK,Community water system,Private
CA4800595,"MARIANI PACKING COMPANY, INC.",Non-Transient non-community system,Private
CA2702816,MERRILL GARDENS IRIS CANYON WS,Community water system,Private
CA2000501,BASS LAKE ANNEX 3,Community water system,Private
CA1500405,"AERIAL ACRES WATER COMPANY, INC.",Community water system,Private
CA3200061,PG&E HASKINS VALLEY CG,Transient non-community system,Private
CA2000660,"ARDAGH GLASS, INC",Non-Transient non-community system,Private
CA0202520,HOPE VALLEY RESORT,Transient non-community system,Private
CA1502820,FLYING J TRAVEL PLAZA,Non-Transient non-community system,Private
CA5200510,RIVER RANCH MOBILE HOME PARK,Community water system,Private
CA5400558,SAUCELITO ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA1510802,KERN VALLEY STATE PRISON,Community water system,State government
CA5201127,COTTONWOOD CHEVRON,Transient non-community system,Private
CA3901403,BEAR CREEK COMMUNITY CHURCH,Transient non-community system,Private
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA2900554,BOCA REST CAMPGROUND,Transient non-community system,Federal government
CA4600068,TNF-LOGGER & STAMPEDE RC,Transient non-community system,Federal government
CA4600069,TNF-COTTONWOOD CG,Transient non-community system,Federal government
CA4600071,TNF-LITTLE TRUCKEE WS,Transient non-community system,Federal government
CA2900556,PROSSER CAMPGROUND,Transient non-community system,Federal government
CA2000829,SILVER CREEK,Transient non-community system,Private
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,Community water system,Private
CA3900648,TURTLE BEACH & WATER SYSTEM,Transient non-community system,Private
CA4200941,BABCOCK WINERY,Transient non-community system,Private
CA2300951,ANDERSON VALLEY HEALTH CENTER,Transient non-community system,Private
CA3901469,PASTOR ST BERNARD CHRCH WTR SYS,Transient non-community system,Private
CA3600094,DOGWOOD BLUE JAY CYN IMP,Community water system,Private
CA2000529,BONADELLE RANCHOS MUTUAL WATER,Community water system,Private
CA2801089,DI ROSA ART PRESERVE,Transient non-community system,Private
CA2800811,LIANA ESTATE,Transient non-community system,Private
CA2801027,PEJU PROVINCE,Non-Transient non-community system,Private
CA1500566,SPRING MOUNTAIN MUTUAL WATER COMPANY,Community water system,Private
CA5510008,LAKE DON PEDRO CSD,Community water system,Private
CA2800584,LAS POSADAS 4-H CAMP,Transient non-community system,Private
CA2801026,OPUS ONE WINERY,Non-Transient non-community system,Private
CA1900868,RIVERS END TRAILER PARK,Community water system,Private
CA5700623,DAVIS JUSD - FAIRFIELD SCHOOL,Non-Transient non-community system,Private
CA5110002,CITY OF YUBA CITY,Community water system,Local government
CA3500006,CSA NO. 31 STONEGATE WS,Community water system,Local government
CA3500910,DUNNEVILLE ESTATES CSA #50,Community water system,Local government
CA4000692,PASO ROBLES CHEVROLET CADILLAC,Non-Transient non-community system,Private
CA5610005,MEINERS OAKS CWD,Community water system,Local government
CA3310801,BAUTISTA CC NO. 36,Community water system,State government
CA1500378,MAHER MUTUAL WATER COMPANY,Community water system,Private
CA3902109,VIAGGIO WINERY WATER SYSTEM,Transient non-community system,Private
CA2801009,CONN CREEK WINERY,Transient non-community system,Private
CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,Community water system,Private
CA1610005,"LEMOORE, CITY OF",Community water system,Local government
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,Community water system,Private
CA2000315,MADERA DISTRICT FAIR,Transient non-community system,State government
CA0410003,DURHAM IRRIGATION DISTRICT,Community water system,Local government
CA4901152,CLOS DU BOIS WINERY,Non-Transient non-community system,Private
CA1000277,ELM COURT,Community water system,Private
CA5200541,E HEADSTART,Non-Transient non-community system,Local government
CA3601143,DESERT VIEW RV RESORT,Transient non-community system,Private
CA5400506,NORTH KAWEAH MWC,Community water system,Private
CA1900100,METTLER VALLEY MUTUAL,Community water system,Private
CA2801029,PINE RIDGE WINERY,Non-Transient non-community system,Private
CA2000352,MADERA IRRIGATION DISTRICT,Non-Transient non-community system,Local government
CA1900008,HUTTOPIA PARADISE SPRINGS,Transient non-community system,Private
CA3110017,SIERRA LAKES COUNTY WATER DIST,Community water system,Local government
CA2000790,UNITED PARK INC,Transient non-community system,Private
CA2400348,CITY OF MERCED WWTP,Non-Transient non-community system,Local government
CA3901387,STOCKTON BAPTIST CHURCH,Non-Transient non-community system,Private
CA3900768,PARADISE POINT MARINA,Transient non-community system,Private
CA3301305,"WHITE'S STEEL, INC.",Non-Transient non-community system,Private
CA1910063,LINCOLN AVENUE WATER CO.,Community water system,Private
CA3901331,RIPON USD-COLONY OAK SCHOOL,Non-Transient non-community system,Local government
CA3901464,DESHMESH DARBAR LODI/STK WATER SYS,Transient non-community system,Private
CA1502580,GRANITE CONSTRUCTION WATER SYSTEM,Non-Transient non-community system,Private
CA1503341,TEJON CASTAC WD - I5 & LAVAL RD,Non-Transient non-community system,Local government
CA3901377,FRENCH CAMP GOLF COURSE,Non-Transient non-community system,Private
CA3600509,SLASH X RANCH CAFE,Transient non-community system,Private
CA5201055,SIERRA PACIFIC INDUSTRIES - RICHFIELD,Non-Transient non-community system,Private
CA5200511,BEND ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA5200513,EVERGREEN UNION SCHOOL DISTRICT,Non-Transient non-community system,Local government
CA3901371,LOCKEFORD SPRINGS GOLF COURSE,Transient non-community system,Private
CA4900708,GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN,Non-Transient non-community system,Local government
CA4900711,GRAVENSTEIN SCHOOL DISTRICT-HILLCREST,Non-Transient non-community system,Local government
CA1502771,KERN OIL AND REFINING CO.,Non-Transient non-community system,Private
CA3901472,INVESTORS OF KING ISLAND WATER SYS,Transient non-community system,Private
CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,Community water system,Private
CA3901325,RIPON CHRISTIAN SCHOOLS,Non-Transient non-community system,Private
CA4300964,"NEWBY ISLAND LANDFILL, REPUBLIC SERVICES",Non-Transient non-community system,Private
CA3901276,HANOT FOUNDATION INC,Community water system,Private
CA3900606,A1 WINSTONS MOBILE HOME PARK,Community water system,Private
CA3901486,CENTRAL VALLEY BAPTIST CHURCH WS,Non-Transient non-community system,Private
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,Community water system,Private
CA2000571,SNOWLINE,Transient non-community system,Private
CA2000594,CANTINA WATER SYSTEM,Transient non-community system,Private
CA3301169,MURRIETA PALMS MOBILE HOME PARK,Community water system,Private
CA3901320,OLIN CHLOR ALKALI PRODUCTS WTR SYS,Non-Transient non-community system,Private
CA1000476,FOOTHILL ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA1000280,SIERRA HIGH SCHOOL,Non-Transient non-community system,Local government
CA3105779,EASTERN REGIONAL SANITARY LANDFILL WATER,Non-Transient non-community system,Local government
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,Community water system,Private
CA0900423,"O.A.R.S., INC  #70",Transient non-community system,Private
CA2000608,WILDWOOD MOBILE HOME PK INC,Community water system,Private
CA2000530,CRASS MUTUAL WATER COMPANY,Community water system,Private
CA1900035,MILLER BREWING,Non-Transient non-community system,Private
CA3100105,CLIPPER GAP HEAD START,Non-Transient non-community system,Private
CA4000824,"INN AT OPOLO KITCHEN, THE",Transient non-community system,Private
CA4000689,SYCAMORE MINERAL SPRINGS RESORT,Non-Transient non-community system,Private
CA4200862,MESA HILLS MUTUAL WATER COMPANY,Community water system,Private
CA0300070,E. SILVER LAKE HOMEOWNERS,Transient non-community system,Private
CA2800564,SODA CANYON STORE,Transient non-community system,Private
CA3400130,THE COURTLAND GROUP,Community water system,Private
CA2801084,RUTHERFORD HILL WINERY,Non-Transient non-community system,Private
CA3900796,BTQC-ESCALON,Non-Transient non-community system,Private
CA3901405,TRINIDAD BENHAM CORP WATER SYSTEM,Non-Transient non-community system,Private
CA2110503,NPS PRNS - GLEN AND WILDCAT CAMPGROUNDS,Transient non-community system,Federal government
CA4901465,LAMBERT BRIDGE WINERY,Transient non-community system,Private
CA5000048,LAZY B MOBILEHOME PARK,Community water system,Private
CA4901408,WESTSIDE STORAGE WATER SYSTEM,Transient non-community system,Private
CA3901418,AUSTIN INDUSTRIAL PARK WATER SYSTEM,Non-Transient non-community system,Private
CA0310300,INDIAN GRINDING ROCK-CALAVERAS DISTRICT,Transient non-community system,State government
CA3910300,CSP CASWELL STATE PARK,Transient non-community system,State government
CA1500324,WONDER ACRES WATER SYSTEM,Community water system,Local government
CA1510032,"CALIFORNIA CITY, CITY OF",Community water system,Private
CA1503652,LUCICH FARMS COLD STORAGE LLC WATER SYS.,Transient non-community system,Private
CA2800740,MONT ST. JOHN CELLARS,Transient non-community system,Private
CA1410001,"BISHOP, CITY OF",Community water system,Local government
CA2000636,SIERRA SKY RANCH WATER SYSTEM,Transient non-community system,Private
CA0800542,CRESCENT BEACH MOTEL,Transient non-community system,Private
CA3901194,VALIMET INC,Non-Transient non-community system,Private
CA3901163,MUSD-NEW HAVEN SCHOOL,Non-Transient non-community system,Local government
CA3901169,MUSD-NILE GARDEN SCHOOL,Non-Transient non-community system,Local government
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,Community water system,Private
CA3310002,BEAUMONT CHERRY VALLEY WD,Community water system,Local government
CA1000614,QUAIL LAKE COMMUNITY CHURCH,Transient non-community system,Private
CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,Community water system,Local government
CA4900893,WEST WATER COMPANY (PUC),Community water system,Private
CA3901238,MOKELUMNE BEACH RV PARK,Transient non-community system,Private
CA3901471,FRESH INNOVATIONS LLC,Transient non-community system,Private
CA1000019,FCSA #30/EL PORVENIR,Community water system,Local government
CA1000020,FCSA #1 / TAMARACK,Transient non-community system,Local government
CA1910225,LAS VIRGENES MWD,Community water system,Local government
CA3901414,MCLAUGHLIN WASTE EQUIPMENT INC,Non-Transient non-community system,Private
CA1310300,PICACHO STATE RESERVATION AREA,Transient non-community system,State government
CA1000021,FCSA #05/WILDWOOD ISLAND,Community water system,Local government
CA1000023,FCSA #14/BELMONT MANOR,Community water system,Local government
CA1000024,FCSA #23/EXCHEQUER HEIGHTS,Transient non-community system,Local government
CA1000039,FCSA #10/CUMORAH KNOLLS,Community water system,Local government
CA1000040,FCWWD #37/MILE HIGH,Community water system,Local government
CA1000041,FCWWD #38/SKY HARBOUR,Community water system,Local government
CA1000042,FCWWD #40 / SHAVER SPRINGS,Community water system,Local government
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,Community water system,Local government
CA1000359,FCSA #32/CANTUA CREEK,Community water system,Local government
CA1000471,FCSA #39 A&B,Community water system,Local government
CA1000546,FCSA #49/ FIVE POINTS,Community water system,Local government
CA1000549,FCSA #31/SHAVER LAKE COMM. CENTER,Transient non-community system,Local government
CA1000550,FCSA #44D/MONTE VERDI,Community water system,Local government
CA1000551,FCSA #43/RAISIN CITY,Community water system,Local government
CA1000554,FCSA #10A/MANSIONETTE ESTATES,Community water system,Local government
CA1000555,FCSA #44C/RIVERVIEW ESTATES,Community water system,Local government
CA1000570,JUVENILE JUSTICE CAMPUS,Community water system,Local government
CA1010017,FCWWD #41/SHAVER LAKE,Community water system,Local government
CA1010055,FCSA #47/QUAIL LAKE ESTATES,Community water system,Local government
CA2600641,WALKER COUNTRY STORE B.C.D.C.,Transient non-community system,Private
CA1500090,FAMOSO INN WATER SYSTEM,Transient non-community system,Private
CA4400913,ST CLARE'S RETREAT,Transient non-community system,Private
CA3200153,CARIBOU CROSSROADS,Transient non-community system,Private
CA1910023,AVERYDALE MWC,Community water system,Private
CA1310301,HEBER DUNES - SVRA,Transient non-community system,State government
CA3901416,"HOME CHURCH, THE",Transient non-community system,Private
CA4600084,BASSETT'S STATION,Transient non-community system,Private
CA5201057,SIERRA PACIFIC INDUSTRIES - RED BLUFF MI,Non-Transient non-community system,Private
CA4500191,SIERRA PACIFIC IND - ANDERSON,Non-Transient non-community system,Private
CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,Community water system,Local government
CA1600015,KINGS RIVER HARDWICK SCHOOL,Non-Transient non-community system,Local government
CA2000659,CBUSO MISSION BELL,Non-Transient non-community system,Private
CA3610053,WESTERN HEIGHTS WATER COMPANY,Community water system,Private
CA3900807,WHISKEY SLOUGH HARBOR,Transient non-community system,Private
CA3900664,NEW HOPE LANDING GENERAL STORE,Community water system,Private
CA4200949,WHITE LOTUS,Transient non-community system,Private
CA5000076,CATFISH CAMP,Transient non-community system,Private
CA0400169,GRIDLEY GRILL,Transient non-community system,Private
CA4300737,JOSEPH GRANT COUNTY PARK,Transient non-community system,Local government
CA4300815,COYOTE LAKE COUNTY PARK,Transient non-community system,Local government
CA4300987,CALERO COUNTY PARK,Transient non-community system,Local government
CA4500149,REDDING TRAVEL CENTER,Non-Transient non-community system,Private
CA4900552,MICHELE MUTUAL WATER COMPANY,Community water system,Private
CA3901319,INTERNATIONAL PAPER,Non-Transient non-community system,Private
CA3900756,LINDEN USD-GLENWOOD SCHOOL,Non-Transient non-community system,Local government
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,Non-Transient non-community system,Local government
CA3902136,LINDEN USD-CHARTVILLE SCHOOL,Non-Transient non-community system,Local government
CA1400055,EASTERN SIERRA REGIONAL AIRPORT,Non-Transient non-community system,Local government
CA1009232,SUMNER PECK RANCH,Community water system,Private
CA2800129,STERLING VINEYARDS,Non-Transient non-community system,Private
CA2803912,BEAULIEU VINEYARD,Non-Transient non-community system,Private
CA2801070,BERINGER VINEYARDS,Non-Transient non-community system,Private
CA2801073,PROVENANCE VINEYARDS,Transient non-community system,Private
CA2000048,YOSEMITE BIBLE CAMP,Transient non-community system,Private
CA3400117,DISCOVERY PARK [SWS],Transient non-community system,Local government
CA3400123,ELKHORN BOAT LAUNCH    [SWS],Transient non-community system,Local government
CA2801036,SCHRAMSBERG WINERY,Non-Transient non-community system,Private
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,Non-Transient non-community system,Local government
CA4000730,HOLDGRAFER & ASSOCIATES,Non-Transient non-community system,Private
CA5400875,VILLAGE APARTMENTS,Community water system,Private
CA3103310,EMIGRANT GAP MUTUAL WATER CO.,Community water system,Private
CA1400045,PRIMROSE LANE APARTMENTS,Community water system,Private
CA4901122,RACK & RIDDLE CUSTOM WINE SERVICES,Transient non-community system,Private
CA1910024,GSWC - CLAREMONT,Community water system,Private
CA1910142,GSWC-SAN DIMAS,Community water system,Private
CA1910212,GSWC-SOUTH ARCADIA,Community water system,Private
CA1910223,GSWC-SOUTH SAN GABRIEL,Community water system,Private
CA2100565,GREEN GULCH FARM,Community water system,Private
CA3410032,FOLSOM STATE PRISON,Community water system,State government
CA3110035,WEIMAR WATER COMPANY,Community water system,Private
CA2400240,THE VISTA RANCH AND CELLARS,Transient non-community system,Private
CA2400334,CALIFORNIA SWEET POTATO GROWERS COOP,Transient non-community system,Private
CA2400337,"KANDOLA FARMS PRODUCE, INC.",Transient non-community system,Private
CA4901398,HOOK & LADDER VINEYARDS AND WINERY,Transient non-community system,Private
CA3010001,CITY OF ANAHEIM,Community water system,Local government
CA4400704,BOULDER CREEK SCOUT RESERV.,Transient non-community system,Private
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Community water system,Private
CA2300872,DICK'S PLACE,Transient non-community system,Private
CA4700872,MONTE SHASTA M.W.C.,Community water system,Private
CA4700551,COPCO LAKE MWC,Community water system,Private
CA2000531,RANCHO MARKET,Transient non-community system,Private
CA3701826,MANZANITA DINER,Transient non-community system,Private
CA3710015,"POWAY, CITY OF",Community water system,Local government
CA3301040,RIVERDALE ESTATES,Community water system,Private
CA2000938,"PACIFIC ETHANOL, INC",Non-Transient non-community system,Private
CA3900825,OWENS-BROCKWAY GLASS CONTAINER INC,Non-Transient non-community system,Private
CA1500561,ROUND MOUNTAIN WATER COMPANY,Community water system,Private
CA3900815,DELICATO VINEYARDS,Non-Transient non-community system,Private
CA5200558,RIVER VIEW MHC LLC,Community water system,Private
CA5200508,RIO VISTA MOBILE HOME PARK,Community water system,Private
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,Community water system,Private
CA1900018,LIVINGSTON-GRAHAM HANSON AGGREGATES,Non-Transient non-community system,Private
CA0900523,CASCADE MUTUAL WATER COMPANY,Transient non-community system,Private
CA1700698,LARSEN'S OFFICE COMPLEX,Transient non-community system,Private
CA2000595,MADERA MH & RV PARK,Community water system,Private
CA1000299,THREE PALMS MOBILEHOME PARK,Community water system,Private
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,Community water system,Private
CA3600106,FOREST HOME CHRISTIAN CC,Non-Transient non-community system,Private
CA0900118,GRIZZLY FLAT WATER SYSTEM,Transient non-community system,Private
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",Community water system,Local government
CA5301105,PINEWOOD COVE RESORT,Transient non-community system,Private
CA3600306,THUNDERBIRD CWD,Community water system,Local government
CA4410304,CSP-NATURE CENTER,Transient non-community system,State government
CA4410306,CSP - RANCHO DEL OSO,Transient non-community system,State government
CA4100527,CSP - PORTOLA STATE PARK,Transient non-community system,State government
CA4410307,CSP SADDLE MOUNTAIN,Transient non-community system,State government
CA4410308,CSP- KIRKWOOD ENTRANCE,Transient non-community system,Public/Private
CA4901366,LAURA CHENEL'S CHEVRE INC.,Non-Transient non-community system,Private
CA4300764,WALDEN WEST,Transient non-community system,Local government
CA1503642,WEEKS ROSES WATER SYSTEM,Non-Transient non-community system,Private
CA5500112,CALIFORNIA ODD FELLOW-REBEKAH,Transient non-community system,Private
CA3010038,CITY OF SANTA ANA,Community water system,Local government
CA4000642,CHRISTMAS COVE,Transient non-community system,Private
CA3601061,CALPORTLAND ORO GRANDE PLANT,Non-Transient non-community system,Private
CA3600200,RANCHERITOS MWC,Community water system,Private
CA4700626,COVE MOBILE VILLA,Community water system,Private
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,Community water system,Local government
CA1210023,LOLETA C.S.D.,Community water system,Local government
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,Community water system,Local government
CA4100583,BIANCHI FLOWERS INC,Community water system,Private
CA1503373,"SOUTH FORK WOMENS CLUB, INC.",Transient non-community system,Private
CA3600155,RIVER RANCH MHP,Community water system,Private
CA5100117,NATIONAL AMERICAN CORP. LP-LAKE MINDEN,Transient non-community system,Private
CA0600016,WILBUR HOT SPRINGS,Transient non-community system,Private
CA2800609,PHELPS VINEYARDS,Non-Transient non-community system,Private
CA4901168,SALMON CREEK MIDDLE SCHOOL,Non-Transient non-community system,Local government
CA2800580,SYAR INDUSTRIES,Non-Transient non-community system,Private
CA1100436,ORLAND OAKS MHP,Community water system,Private
CA3901106,TRACY WILDLIFE ASSOC,Transient non-community system,Private
CA3901329,WEST KINGDOM HALL OF JEHOVAH WITNES,Transient non-community system,Private
CA4200539,RANCHO OSO,Transient non-community system,Private
CA5400703,QUAIL VALLEY RECREATIONAL VILLAGE,Transient non-community system,Private
CA4400559,SUMMIT MUTUAL WATER COMPANY,Community water system,Private
CA5200588,JUANITA COURT MUTUAL WATER,Community water system,Private
CA3600393,LONE WOLF COLONY,Non-Transient non-community system,Private
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Community water system,Private
CA5000604,GROWER DIRECT NUT - SERVICE RD,Non-Transient non-community system,Private
CA1100711,BUTTE CITY COMMUNITY S.D.,Community water system,Local government
CA1100232,JOHNS MANVILLE,Non-Transient non-community system,Private
CA3010094,TRABUCO CANYON WATER DISTRICT,Community water system,Local government
CA3310012,ELSINORE VALLEY MWD,Community water system,Local government
CA5200521,ANTELOPE CREEK MHP,Community water system,Private
CA2801077,CHIMNEY ROCK WINERY,Transient non-community system,Private
CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,Community water system,Private
CA3705073,SAN YSIDRO HEALTH - MHFM,Non-Transient non-community system,Private
CA5200500,REEDS CREEK ESTATES,Community water system,Private
CA3900701,CURRIER ESTATES WATER CORP,Community water system,Private
CA2803879,JARVIS VINEYARD,Transient non-community system,Private
CA3901420,BES  WATER SYSTEM,Non-Transient non-community system,Private
CA3900505,FARMINGTON WATER COMPANY,Community water system,Local government
CA3901179,LODI WINE & BUSINESS CENTER,Non-Transient non-community system,Private
CA4200634,MORETON BAY PROFESSIONAL PLAZA,Non-Transient non-community system,Private
CA3900742,J M EAGLE (WS),Non-Transient non-community system,Private
CA4500092,RIVER BREEZE MOBILE HOME PARK,Community water system,Private
CA2100557,AUDUBON CANYON RANCH - MGP PICHER,Transient non-community system,Private
CA2100564,AUDUBON CANYON RANCH - MGP VOLUNTEER,Transient non-community system,Private
CA5200585,MINERAL HOMEOWNER'S ASSN,Transient non-community system,Private
CA3110012,AGATE BAY WATER COMPANY,Community water system,Private
CA2800561,FREEMARK ABBEY WINERY,Non-Transient non-community system,Private
CA3200058,CROMBERG SPRING WATER ASSN,Transient non-community system,Private
CA1910012,BELLFLOWER HOME GARDEN WATER COMPANY,Community water system,Private
CA2800562,FRANCISCAN VINEYARDS DBA THE PRISONER WI,Non-Transient non-community system,Private
CA5500221,PINECREST ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA5510004,PINECREST PERMITTEES ASSN,Community water system,Private
CA4710013,LAKE SHASTINA C.S.D,Community water system,Private
CA2702519,MONTEREY VALLEY PRIDE-ALISAL RD WS,Non-Transient non-community system,Private
CA3901473,DIEDE TRUCKING WATER SYSTEM,Non-Transient non-community system,Private
CA5303002,INDIAN CREEK TRAILER PARK,Community water system,Private
CA3310301,MT SAN JACINTO ST PARK (STONE CREEK),Transient non-community system,State government
CA2600708,CROWLEY LAKE GENERAL STORE,Transient non-community system,Private
CA2800589,WHITEHALL LANE WINERY,Transient non-community system,Private
CA1000537,JOHNNY QUIK FOOD STORE #161,Transient non-community system,Private
CA2000745,TURTLE CREEK WATER SYSTEM,Transient non-community system,Private
CA4700559,BUTTEVILLE UNION SCHOOL,Non-Transient non-community system,Local government
CA4000750,RIM ROCK WATER COMPANY,Community water system,Private
CA3901409,VALPICO INDUSTRIAL PARK,Non-Transient non-community system,Private
CA4210303,REFUGIO STATE BEACH,Transient non-community system,State government
CA4210304,EL CAPITAN BEACH STATE PARK,Transient non-community system,State government
CA4210305,LAS CRUCES STATE PARK,Transient non-community system,State government
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,Community water system,Private
CA0910003,"PLACERVILLE, CITY OF - MAIN",Community water system,Local government
CA3510300,CSP-FREMONT PEAK,Transient non-community system,State government
CA4901144,COHN WINERY,Non-Transient non-community system,Private
CA2801080,MILTON ROAD WATER COMPANY,Community water system,Private
CA2110001,INVERNESS PUBLIC UTILITY DIST,Community water system,Local government
CA3301380,SAINT ANTHONY TRAILER PARK,Community water system,Private
CA3303087,SAN JOSE COMMUNITY WATER SYSTEM,Community water system,Private
CA1000416,EASTON PRESBYTERIAN CHURCH,Non-Transient non-community system,Private
CA4901272,WILDWOOD RETREAT,Transient non-community system,Private
CA4900546,HAWKINS WATER CO-CAL WATER SERVICE (PUC),Community water system,Private
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),Community water system,Private
CA4900514,RANCHO DEL PARADISO-CAL WATER SVC (PUC),Community water system,Private
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC),Community water system,Private
