PWS ID,PWS Type,PWS Name,Owner Type
CA4900563,Community water system,MISSION HIGHLANDS MUTUAL WATER CO.,Private
CA5500160,Transient non-community system,YOSEMITE RIVERSIDE INN,Private
CA2900523,Community water system,WASHINGTON WATER DISTRICT,Private
CA2900531,Community water system,CREEKSIDE VILLAGE,Private
CA2900533,Transient non-community system,HARMONY RIDGE RESORT,Private
CA2900534,Transient non-community system,SKIPPERS COVE,Private
CA2900535,Non-Transient non-community system,PLEASANT RIDGE SCHOOL,Local government
CA3200617,Transient non-community system,RIVER RANCH R.V. PARK,Private
CA3200704,Transient non-community system,LNF ALMANOR CG,Federal government
CA3205003,Community water system,GOLD MOUNTAIN CSD,Local government
CA3205005,Transient non-community system,GRIZZLY CREEK RANCH SHF,Private
CA3205011,Transient non-community system,BUCKS LAKE MARINA,Private
CA3301097,Transient non-community system,CAMP JOE SCHERMAN,Private
CA3301100,Transient non-community system,CAMP RONALD MCDONALD FOR G.T.,Private
CA3301122,Non-Transient non-community system,LISA J MAILS ELEM SCHOOL- WATER,Private
CA3301148,Transient non-community system,COACHELLA VALLEY PUBLIC CEMETERY,Local government
CA3301327,Transient non-community system,IDYLLWILD PINES CAMP,Private
CA3301351,Transient non-community system,QUIK CHEK WEST,Private
CA3301359,Transient non-community system,KENNEDY GROCERY,Private
CA3301631,Transient non-community system,SKYLAND RANCH CAMP,Private
CA3301731,Transient non-community system,VICTORY RANCH,Private
CA3301750,Transient non-community system,THE WILDLANDS CONSERVANCY,Private
CA3301946,Transient non-community system,COUNTRY CORNERS,Private
CA3301979,Transient non-community system,MADISON CENTER WATER SYSTEM,Private
CA3302027,Transient non-community system,EMPIRE POLO CLUB *OOB*,Private
CA3310076,Community water system,WESTERN MWD (ID A - RAINBOW),Local government
CA3310049,Community water system,WESTERN MWD,Local government
CA3310036,Community water system,WESTERN MWD - MURRIETA DIVISION,Local government
CA3310075,Community water system,WESTERN MWD (ARLINGTON),Local government
CA4710010,Community water system,CITY OF TULELAKE,Local government
CA1700728,Transient non-community system,NORTHERN CALIFORNIA VIPASSANA CENTER,Private
CA1500517,Non-Transient non-community system,STOCO MUTUAL WATER COMPANY,Private
CA1502217,Transient non-community system,BETHEL IN THE HILLS - PCG CAMP,Public/Private
CA4901086,Transient non-community system,KENDALL-JACKSON WINE CENTER,Private
CA5010040,Community water system,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,Local government
CA5000134,Transient non-community system,DEPARTMENT OF TRANSPORTATION,State government
CA5602109,Community water system,GLENVIEW MOBILE PARK,Private
CA3500526,Community water system,ARNOLD PARK (O BANNON S MHP),Private
CA4901017,Transient non-community system,NACO WEST - RUSSIAN RIVER PRESERVE,Private
CA4901400,Transient non-community system,TRATTORE WINERY,Private
CA4900841,Transient non-community system,VINEYARDS INN,Private
CA1010339,Community water system,CALIFORNIA STATE UNIVERSITY FRESNO,State government
CA1010044,Community water system,"HURON, CITY OF",Local government
CA1503673,Non-Transient non-community system,LEHR BROS WATER SYSTEM,Private
CA4910002,Community water system,"CLOVERDALE, CITY OF",Private
CA4901413,Transient non-community system,EIGHTH STREET EAST PARTNERS,Private
CA4900935,Non-Transient non-community system,COPPOLA WINERY #9,Private
CA2300524,Transient non-community system,PINE BEACH INN,Private
CA3410035,Transient non-community system,LIGHTHOUSE MARINA RESTAURANT & RESORT,Private
CA1710001,Community water system,CLEARLAKE OAKS COUNTY WATER DISTRICT,Local government
CA5105006,Non-Transient non-community system,YUBA CITY USD TRANSPORTATION YARD,Local government
CA5100150,Non-Transient non-community system,CENTRAL GAITHER SCHOOL,Local government
CA5100149,Non-Transient non-community system,BARRY ELEMENTARY SCHOOL,Local government
CA4700626,Community water system,COVE MOBILE VILLA,Private
CA5010044,Non-Transient non-community system,JENNINGS WWTP,Local government
CA1310007,Community water system,HEBER PUBLIC UTILITY DISTRICT,Private
CA1000453,Transient non-community system,JOHNNY QUIK STORE #149,Private
CA4100538,Community water system,CAMP JONES GULCH,Private
CA4100560,Transient non-community system,GAZOS CREEK BEACH HOUSE,Private
CA4910006,Community water system,"PETALUMA, CITY OF",Local government
CA1000178,Non-Transient non-community system,I-5 AND HWY 198 REST AREA,Private
CA1000177,Non-Transient non-community system,I-5 AND PANOCHE DEVELOPMENT,Private
CA1000553,Transient non-community system,TRINITY PRESBYTERIAN CHURCH,Private
CA1000377,Non-Transient non-community system,ST NICHOLAS RANCH & RETREAT,Private
CA4301003,Transient non-community system,VO UU BUDDHIST MEDITATION ASSOCIATION,Private
CA3900814,Transient non-community system,TWO RIVERS RV PARK,Private
CA3900903,Transient non-community system,FRANKS ONE/STOP FOOD MART WATER SYS,Private
CA3900583,Transient non-community system,TIKI LAGUN RESORT & MARINA,Private
CA3901325,Non-Transient non-community system,RIPON CHRISTIAN SCHOOLS,Private
CA1502465,Community water system,PANAMA ROAD PROPERTY OWNERS ASSOC,Private
CA5403148,Non-Transient non-community system,COURAGE TO CHANGE,Private
CA0500106,Transient non-community system,MOUNTAIN RANCH WATER SYSTEM,Private
CA2000951,Transient non-community system,RANCHO DE VINA,Private
CA1900913,Community water system,LILY OF THE VALLEY MOBILE VILLAGE,Private
CA4901391,Transient non-community system,EVERETT RIDGE WINERY,Local government
CA4901120,Transient non-community system,RAM'S GATE WINERY,Private
CA3310004,Community water system,BOX SPRINGS MUTUAL WC,Private
CA4500237,Community water system,SWEET BRIAR CAMP,Private
CA5602111,Community water system,NYELAND ACRES MUTUAL WATER CO,Private
CA5610002,Community water system,FILLMORE WATER DEPT,Local government
CA2410004,Community water system,CITY OF LIVINGSTON,Local government
CA4300551,Community water system,HAPPY ACRES MWC,Private
CA4901246,Non-Transient non-community system,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Private
CA4900973,Community water system,GEORGE RANCH MUTUAL WATER COMPANY,Private
CA1510800,Community water system,CALIF CORRECTNL INST TEHACHAPI,State government
CA4900588,Community water system,LAWNDALE MUTUAL WATER COMPANY,Private
CA1805005,Transient non-community system,SIERRA CASCADE NURSERY,Private
CA1000049,Transient non-community system,HOME CREEK TRACT,Private
CA3110051,Community water system,PLACER CWA - MARTIS VALLEY,Local government
CA3110050,Community water system,PLACER CWA - APPLEGATE,Local government
CA3110124,Community water system,PLACER CWA - MONTE VISTA,Local government
CA3110006,Community water system,PLACER CWA - COLFAX,Local government
CA3110005,Community water system,PLACER CWA - AUBURN/BOWMAN,Local government
CA3110040,Community water system,PLACER CWA - BIANCHI ESTATES,Local government
CA3110025,Community water system,PLACER CWA - FOOTHILL,Local government
CA3110024,Community water system,PLACER CWA - ALTA,Local government
CA5500019,Transient non-community system,JENNESS PARK CHRISTIAN CAMP,Private
CA4410016,Community water system,FOREST LAKES MWC,Private
CA1410006,Community water system,BIG PINE CSD,Local government
CA3610301,Transient non-community system,NPS - KELSO DEPOT,Federal government
CA3600322,Transient non-community system,NPS - MID HILLS,Federal government
CA3600321,Transient non-community system,NPS - HOLE IN THE WALL CAMPGROUND,Federal government
CA1100237,Community water system,WILLOWS MOBILE HOME COMMUNITY & RV PARK,Private
CA1700617,Transient non-community system,LODGE AT BLUE LAKES,Private
CA2100579,Community water system,NICASIO VALLEY RANCH MUTUAL,Private
CA2710702,Community water system,FORT HUNTER LIGGETT,Federal government
CA4300997,Community water system,NASA AMES RESEARCH CENTER,Federal government
CA5603302,Community water system,LLOYD-BUTLER MUTUAL WATER COMPANY,Private
CA1502549,Community water system,POPLAR AVENUE COMMUNITY,Private
CA1000198,Non-Transient non-community system,TERRY SCHOOL,Private
CA1000187,Non-Transient non-community system,INDIANOLA SCHOOL,Private
CA1000367,Non-Transient non-community system,SELMA HIGH SCHOOL,Private
CA5410012,Community water system,STRATHMORE PUBLIC UTIL DIST,Local government
CA5410020,Community water system,"WOODLAKE, CITY OF",Local government
CA4900608,Community water system,SIX ACRES WATER COMPANY,Private
CA2300845,Transient non-community system,POINT ARENA LIGHTHOUSE KEEPERS,Private
CA4100533,Community water system,SKYLONDA MUTUAL,Private
CA4510006,Community water system,CITY OF SHASTA LAKE,Local government
CA3301630,Community water system,BLYTHE - HIDDEN BEACHES,Local government
CA3301428,Community water system,BLYTHE - MESA RANCH,Local government
CA3310003,Community water system,BLYTHE - CITY OF,Local government
CA3110003,Community water system,FORESTHILL PUBLIC UTILITY DIST,Local government
CA2210943,Non-Transient non-community system,MARIPOSA INDUSTRIAL PARK WATER COMPANY,Private
CA3901350,Non-Transient non-community system,BOETHING TREELAND FARMS INC,Private
CA3901360,Transient non-community system,HOLIDAY HARBOR MARINA,Private
CA2400170,Non-Transient non-community system,HILMAR CHEESE COMPANY,Private
CA5400761,Transient non-community system,LAKE ELOWIN RESORT,Private
CA4900999,Non-Transient non-community system,KORBEL BROTHERS WINERY,Private
CA4900716,Non-Transient non-community system,CINNABAR ELEMENTARY SCHOOL,Local government
CA4910017,Community water system,"WINDSOR, TOWN OF",Local government
CA5400934,Community water system,PONDEROSA CSD,Local government
CA5400679,Transient non-community system,MOTEL 99,Private
CA5403072,Transient non-community system,MOUNTAIN AIRE MUTUAL WATER CO,Private
CA5403152,Non-Transient non-community system,MOUNTAIN VIEW COLD STORAGE,Private
CA5403156,Transient non-community system,PAN AMERICAN BALLROOM,Private
CA5403120,Transient non-community system,PANADERIA LA CABANA,Private
CA5400724,Transient non-community system,PANORAMA PARK FIRE PRO CO,Private
CA5403081,Transient non-community system,"PETERS FRUIT FARMS, INC",Private
CA5400732,Community water system,PIERPOINT SPRINGS WATER CO.,Private
CA5400882,Non-Transient non-community system,PLEASANT VIEW  ELEMENTARY,Local government
CA5400961,Transient non-community system,QUAKER MEADOW CAMP,Private
CA5400921,Transient non-community system,CEDAR SLOPE WATER CO,Private
CA1210322,Transient non-community system,PRAIRIE CREEK SP-STATE PARKS,State government
CA1210321,Transient non-community system,STONE LAGOON-STATE PARKS,State government
CA1210320,Transient non-community system,GOLD BLUFFS BEACH CG-STATE PARKS,State government
CA1210319,Transient non-community system,PATRICK'S POINT SP-STATE PARKS,State government
CA0810303,Transient non-community system,JEDEDIAH SMITH STATE PARK,State government
CA0810300,Transient non-community system,DEL NORTE COAST STATE PARK,State government
CA4800527,Transient non-community system,RANCHOTEL,Private
CA3010062,Community water system,CITY OF GARDEN GROVE,Local government
CA5400629,Transient non-community system,SEQUOIA RV RANCH,Private
CA5401099,Transient non-community system,SIERRA CHRISTIAN CAMP,Private
CA5400940,Community water system,SIERRA KING HOMEOWNERS ASSN,Private
CA5403073,Transient non-community system,SLATE MTN HOMEOWNERS ASSOCIATION,Private
CA3601181,Non-Transient non-community system,IVANPAH SOLAR THERMAL POWER PLANT,Private
CA3601182,Community water system,HIGH DESERT DETENTION CENTER,Local government
CA3200162,Transient non-community system,TAYLORSVILLE CAMPGROUND,Local government
CA3200180,Transient non-community system,CROCKER SPRINGS RV PARK,Private
CA3200185,Transient non-community system,Lower Bucks Lake LDS Camp,Private
CA3200207,Non-Transient non-community system,PSREC- Portola Office,Local government
CA3200208,Transient non-community system,Red Barn MHP,Private
CA2400154,Non-Transient non-community system,INGOMAR PACKING,Private
CA2400079,Non-Transient non-community system,MCSWAIN ELEMENTARY SCHOOL,Local government
CA2400078,Non-Transient non-community system,TURLOCK GOLF & COUNTRY CLUB,Private
CA2400065,Non-Transient non-community system,PLAINSBURG ELEMENTARY SCHOOL,Local government
CA2400220,Non-Transient non-community system,STEVINSON RANCH GOLF CLUB,Private
CA1502620,Community water system,POND MUTUAL WATER COMPANY,Private
CA1910067,Community water system,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",Local government
CA3310007,Community water system,COACHELLA WATER AUTHORITY,Local government
CA4910302,Transient non-community system,CSP-SUGARLOAF RIDGE STATE PARK,State government
CA2810300,Transient non-community system,CSP - BALE GRIST MILL STATE HISTORIC PAR,State government
CA2110305,Transient non-community system,CSP - MT TAM EAST PEAK SYSTEM,State government
CA2110303,Transient non-community system,CSP - TOMALES BAY ST PARK,State government
CA2110302,Transient non-community system,CSP - ANGEL ISLAND ST PARK,State government
CA2110301,Transient non-community system,CSP - MT TAM THEATRE WELL,State government
CA2110300,Transient non-community system,CSP - SAMUEL TAYLOR ST PARK,State government
CA5410800,Non-Transient non-community system,MOUNTAIN HOME CONSERV CAMP,State government
CA4900815,Non-Transient non-community system,PALMS INN,Private
CA4700891,Transient non-community system,JUNIPER VILLAGE FARM LABOR HOUSING,Private
CA4901259,Transient non-community system,STONESTREET WINERY,Private
CA4901208,Transient non-community system,VALLEY OF THE MOON PLAZA SHOPPING CENTER,Private
CA5500089,Transient non-community system,EVERGREEN LODGE,Private
CA1502673,Transient non-community system,GATEWAY MARKET WATER SYSTEM,Private
CA1503270,Community water system,LAKE ISABELLA COMMUNITY SERVICES DIST,Local government
CA1206009,Transient non-community system,MATTOLE CAMPGROUND BLM,Federal government
CA5601301,Transient non-community system,VENTURA BOYSCOUT COUNCIL,Private
CA1502750,Community water system,RIVERVIEW HOMEOWNERS ASSOCIATION,Private
CA1500495,Community water system,AERA ENERGY-LLC,Private
CA1100448,Non-Transient non-community system,PLAZA ELEMENTARY SCHOOL,Local government
CA2100560,Non-Transient non-community system,TOMALES ELEM & MIDDLE SCHOOL,Local government
CA2100538,Non-Transient non-community system,TOMALES HIGH SCHOOL,Local government
CA2100577,Transient non-community system,SHORELINE SCHOOL DIST: BUS GARAGE,Local government
CA3610045,Community water system,LACSD - RIMFOREST,Local government
CA3610005,Community water system,LAKE ARROWHEAD CSD,Local government
CA4100575,Transient non-community system,CSP - ANO NUEVO STATE RESERVE,State government
CA4110029,Transient non-community system,BUTANO STATE PARK - CSP,State government
CA2600503,Transient non-community system,CROWLEY LAKE CAMPLAND,Private
CA2600505,Transient non-community system,TWIN LAKES ENT.,Private
CA3210008,Community water system,EAST QUINCY SERVICES DISTRICT,Local government
CA2203051,Transient non-community system,SEVEN DAY ADVENTIST CAMP,Private
CA1910213,Community water system,"TORRANCE-CITY, WATER DEPT.",Local government
CA5400529,Community water system,SHADY GROVE  MHP,Public/Private
CA5400964,Community water system,SIERRA VISTA ASSN,Private
CA5400805,Community water system,SOULTS MUTUAL WATER CO,Private
CA5400959,Transient non-community system,RM PYLES BOYS CAMP,Private
CA5403149,Community water system,RANCHO LOPEZ,Private
CA5400556,Community water system,RIVER RETREAT MUTUAL,Private
CA5403157,Transient non-community system,ROBERT JACKSON HOME/BED & BREAKFAST,Private
CA5400884,Non-Transient non-community system,ROCKFORD SCHOOL,Local government
CA1503392,Transient non-community system,FOUR TWENTY 420 CLUB,Private
CA4901412,Transient non-community system,CAST ESTATE VINEYARDS & CELLARS,Local government
CA1000443,Transient non-community system,BLUFF POINT GOLF COURSE,Private
CA0706055,Transient non-community system,TUGS,Private
CA5403039,Transient non-community system,TEA POT DOME WATER CO,Private
CA5400699,Non-Transient non-community system,KAWEAH HIGH SCHOOL,Local government
CA2400233,Transient non-community system,GONZALES FOOD FACILITY,Private
CA1310001,Community water system,"BRAWLEY, CITY OF",Local government
CA5403113,Community water system,SOUTH FORK ESTATES MUTUAL WATER CO,Private
CA5400581,Transient non-community system,SPEARE CREEK CABIN OWNERS ASSOC,Private
CA5400737,Transient non-community system,ST ANTHONY'S RETREAT,Private
CA1910052,Community water system,CAL/AM WATER COMPANY - BALDWIN HILLS,Private
CA1910186,Community water system,CAL-AM WATER COMPANY - DUARTE,Private
CA1910139,Community water system,CAL/AM WATER COMPANY - SAN MARINO,Private
CA5400543,Transient non-community system,SUGARLOAF VILLAGE MUTUAL W C,Private
CA5400714,Non-Transient non-community system,SUNDALE UNION SCHOOL,Local government
CA5400881,Community water system,SUNRISE MUTUAL WATER CO.,Private
CA5400538,Transient non-community system,TCOVE,Local government
CA2400215,Transient non-community system,STEVINSON RANCH COTTAGES,Private
CA5500151,Transient non-community system,CAMP JACK HAZARD,Local government
CA4901129,Non-Transient non-community system,VIANSA WINERY,Private
CA1010025,Community water system,CITY OF PARLIER,Local government
CA3610050,Community water system,"UPLAND, CITY OF",Local government
CA3610086,Community water system,WEST END CONSOLIDATED WATER COMPANY,Local government
CA3010027,Community water system,CITY OF ORANGE,Local government
CA2400176,Non-Transient non-community system,ST. PAUL LUTHERAN DAY CARE,Private
CA5400523,Community water system,EL MONTE VILLAGE MHP,Private
CA5400623,Transient non-community system,WESTERN - HOLIDAY LODGE,Private
CA5400651,Community water system,BEVERLY GRAND MUTUAL WATER,Private
CA4300976,Non-Transient non-community system,SEED TESTING REAL ESTATE II LLC,Private
CA1500481,Community water system,RIVERNOOK CAMPGROUND,Private
CA4901346,Community water system,DELORES LANE WATER SYSTEM,Private
CA5403042,Non-Transient non-community system,CALIFORNIA DAIRIES INC,Private
CA5403140,Non-Transient non-community system,MONARCH NUT CO,Private
CA4901257,Non-Transient non-community system,CAPITAL LUMBER COMPANY,Private
CA4901291,Transient non-community system,VERITE WINERY,Private
CA2701057,Transient non-community system,FOLETTA RD WS #01,Private
CA2701166,Transient non-community system,ARROYO SECO REC WS,Private
CA5500054,Transient non-community system,LELAND MEADOW WATER DISTRICT,Private
CA5500071,Community water system,RAWHIDE INVESTMENT COMPANY,Private
CA2702444,Transient non-community system,RIVER RD WS #28,Private
CA0202550,Transient non-community system,CO. OF ALPINE HEALTH &HOME SERVICE BLDG.,Local government
CA0300006,Transient non-community system,CAMP RITCHIE,Private
CA0300022,Transient non-community system,CAMP WINTON,Private
CA2701176,Transient non-community system,SOLEDAD MISSION WS,Private
CA2701184,Transient non-community system,SAN ANTONIO LAKE PARK SOUTH WS,Local government
CA2701273,Transient non-community system,RIVERSIDE CAMPGROUND WS,Private
CA0300007,Transient non-community system,STOCKTON SILVER LAKE FAMILY CAMP,Local government
CA0300085,Transient non-community system,ROARING CAMP,Private
CA0300087,Transient non-community system,TURLEY WINE CELLARS,Private
CA0300089,Transient non-community system,JEFF RUNQUIST WINERY,Private
CA0500100,Transient non-community system,BURSON DONUT,Private
CA3610021,Community water system,FALLSVALE SERVICE COMPANY,Private
CA1503341,Non-Transient non-community system,TEJON-CASTAC WATER DISTRICT-15 &LAVAL RD,Local government
CA1510302,Transient non-community system,CSP - TULE ELK,State government
CA1510301,Transient non-community system,CSP - FORT TEJON,State government
CA1510300,Transient non-community system,CSP - RED ROCK CANYON,State government
CA3610036,Community water system,"CHINO HILLS, CITY OF",Local government
CA2209065,Transient non-community system,MID - MC SWAIN REC AREA,Local government
CA2209063,Transient non-community system,MID - MC CLURE POINT REC AREA,Local government
CA2209035,Transient non-community system,MID - BARRETT COVE,Local government
CA2208067,Transient non-community system,MID-BAGBY RECREATION AREA,Local government
CA2208033,Transient non-community system,MID -HORSESHOE BEND REC AREA,Local government
CA1502564,Community water system,SIERRA MEADOWS,Private
CA1500398,Community water system,"FRONTIER TRAIL HOMEOWNERS ASSOC, INC.",Private
CA1400040,Transient non-community system,OLANCHA RV AND MHP,Private
CA1400043,Transient non-community system,PEARSONVILLE WATER SYSTEM,Private
CA4901069,Transient non-community system,SONOMA VALLEY MOOSE LODGE #2048,Private
CA3702354,Community water system,WARNER SPRINGS ESTATES,Private
CA1910138,Non-Transient non-community system,LOS ANGELES WORLD AIRPORTS,Local government
CA1100221,Transient non-community system,GLENN GOLF & COUNTRY CLUB,Private
CA1700734,Transient non-community system,WESTGATE PETROLEUM,Private
CA4901168,Non-Transient non-community system,SALMON CREEK MIDDLE SCHOOL,Local government
CA1010026,Community water system,PINEDALE COUNTY WATER DISTRICT,Local government
CA4900585,Community water system,BENNETT RIDGE MUTUAL WATER COMPANY,Private
CA5403071,Transient non-community system,THREE RIVERS CHEVRON,Private
CA5403014,Transient non-community system,THREE RIVERS LIONS CLUB,Private
CA5402022,Transient non-community system,TRAVER VALLEY FARMS,Private
CA5400750,Transient non-community system,KAWEAH PARK RESORT,Private
CA5402013,Non-Transient non-community system,SUN PACIFIC SHIPPERS LP - EXETER,Private
CA1010021,Community water system,"MENDOTA, CITY OF",Local government
CA4800511,Community water system,COLLINSVILLE WATER WORKS,Public/Private
CA1000565,Non-Transient non-community system,USDA AGRICULTURAL RESEARCH SERVICE,Federal government
CA5401022,Transient non-community system,THREE RIVERS GOLF COURSE,Private
CA1910049,Community water system,"HUNTINGTON PARK-CITY, WATER DEPT.",Local government
CA5400670,Community water system,TRIPLE R MUTUAL WATER CO,Private
CA5402027,Non-Transient non-community system,TULARE COUNTY ROAD YARD #2 PWS,Local government
CA3601101,Transient non-community system,DESERT PETRO INC,Private
CA1400161,Transient non-community system,WHITE MOUNTAIN RESEARCH CENTER,State government
CA2208034,Transient non-community system,SHORE FUN R.V. PARK,Private
CA5400708,Transient non-community system,ALPINE VILLAGE WATER CO.,Private
CA5103335,Non-Transient non-community system,LIVE OAK CHILD CARE CENTER,Private
CA5400890,Transient non-community system,CLM-FIR&COVE GROUP CAMPGROUNDS,Federal government
CA5400889,Transient non-community system,CLM-STONEY CREEK CAMPGROUND,Private
CA5401089,Transient non-community system,CLM-ESHOM CAMPGROUND,Private
CA2400172,Community water system,SANDY MUSH DETENTION CENTER,Local government
CA4901233,Transient non-community system,IMAGERY ESTATE WINERY,Private
CA4900871,Community water system,DE ANZA MOON VALLEY WATER COMPANY,Private
CA1800542,Transient non-community system,MDF-WILLOW CREEK CG,Federal government
CA1503140,Non-Transient non-community system,FRAZIER MOUNTAIN HIGH SCHOOL,Local government
CA1502074,Non-Transient non-community system,EL TEJON ELEMENTARY SCHOOL,Private
CA1910127,Community water system,"COVINA-CITY, WATER DEPT.",Local government
CA1502029,Transient non-community system,BUTTONWILLOW REST STOP WATER SYSTEM,State government
CA1502244,Non-Transient non-community system,SEMI TROPIC SCHOOL WATER SYSTEM,Local government
CA1000298,Community water system,WOODWARD BLUFFS MHP,Private
CA5700820,Non-Transient non-community system,JEHOVAH'S WITNESSES - SOUTHPORT,Private
CA5700821,Non-Transient non-community system,JEHOVAH'S WITNESSES - DAVIS,Private
CA5700827,Non-Transient non-community system,PIONEER HI-BRED INTERNATIONAL,Private
CA5700828,Non-Transient non-community system,CONSTELLATION BRANDS - WATER,Private
CA5800572,Community water system,FAIRWAY DOWNS MUTUAL WATER CO,Private
CA5800809,Non-Transient non-community system,LAKE OF THE SPRINGS,Private
CA5800814,Transient non-community system,BULLARD'S BAR REC FAC WTR SYS,Public/Private
CA2702575,Transient non-community system,TREE BONES RESORT WS,Private
CA2701297,Transient non-community system,CARMEL BY THE RIVER RV PARK WS,Private
CA2701298,Transient non-community system,SADDLE MOUNTAIN WS,Private
CA2701310,Transient non-community system,GORDA WS,Private
CA2701325,Transient non-community system,SAN CLEMENTE RANCHO WS,Private
CA2701542,Transient non-community system,GONZALES  GAS STATION WS,Private
CA2701630,Transient non-community system,PRUNEDALE CHEVRON WS,Private
CA2701681,Transient non-community system,EXXON STATION WS,Private
CA2701814,Transient non-community system,PRUNEDALE PLAZA WS,Private
CA2701869,Non-Transient non-community system,JENSEN RD WS #01,Private
CA2701945,Transient non-community system,BIG SUR CAMPGROUND WS,Private
CA2701951,Transient non-community system,HELLER ESTATES WS,Private
CA2702021,Transient non-community system,SALINAS TRANSPLANT WS,Private
CA2702325,Transient non-community system,FERNWOOD WS,Private
CA2702564,Transient non-community system,PACIFIC VALLEY STATION WS,Federal government
CA2702537,Transient non-community system,PREMIUM PACKING INC WS,Private
CA2702165,Transient non-community system,ORCHARD LN WS #09,Private
CA2702551,Transient non-community system,LOMA VISTA INN WS,Private
CA0500099,Transient non-community system,CHANGING ECHOES,Private
CA0500101,Transient non-community system,ANGELS ARM WATER PLANT,Private
CA0500105,Transient non-community system,"OAKENDELL, INC.",Private
CA0500103,Transient non-community system,STONE CORRAL COMMUNITY CHURCH,Private
CA2702209,Transient non-community system,BIG SUR BAZAAR WS,Private
CA2702229,Transient non-community system,MANZANITA PARK WS,Local government
CA2702250,Transient non-community system,PICO BLANCO BOY SCOUT CAMP WS,Private
CA2702255,Transient non-community system,ALL SAINTS CAMPGROUND WS,Private
CA2702553,Transient non-community system,STONE CREEK VILLAGE WS,Private
CA2702266,Transient non-community system,COAST GALLERY WS,Private
CA2702486,Transient non-community system,BERNARDO RD WS #02,Private
CA1400044,Transient non-community system,PANAMINT SPRINGS RESORT,Private
CA1400058,Transient non-community system,MOUNT WHITNEY GOLF CLUB,Private
CA1400059,Community water system,BROOKSIDE MOBILE HOME PARK,Private
CA1400088,Transient non-community system,DELIGHT'S HOT SPRINGS RESORT,Private
CA1400110,Community water system,PARK WEST MUTUAL WATER COMPANY,Private
CA1400131,Transient non-community system,KATHERINA MULLER WATER SYSTEM,Private
CA1400500,Transient non-community system,COMFORT INN,Private
CA1400504,Transient non-community system,BOULDER CREEK TRAILER PARK,Private
CA4200543,Transient non-community system,PARADISE CYN. IMPROVEMENT CORP,Private
CA4200560,Community water system,SISQUOC #1,Private
CA4200572,Community water system,LAS POSITAS MWC,Private
CA4200577,Transient non-community system,COLD SPRING TAVERN,Private
CA4200578,Community water system,PAINTED CAVE MWC,Private
CA4200580,Community water system,SAN MARCOS MWC,Private
CA4200644,Transient non-community system,SAN MARCOS CHRISTIAN CAMP,Private
CA4200702,Community water system,VIEJA MUTUAL WATER CO.,Private
CA1310019,Non-Transient non-community system,DHS CALEXICO,Federal government
CA2100587,Transient non-community system,TOMALES CHURCH OF THE ASSUMPTION,Private
CA5602140,Community water system,SATICOY COUNTRY CLUB-CITY OF VENTURA,Public/Private
CA1700695,Transient non-community system,HIGH VALLEY RANCH,Private
CA4901345,Non-Transient non-community system,BUCKLEY FAMILY PARTNERSHIP,Private
CA1010034,Community water system,"SAN JOAQUIN, CITY OF",Local government
CA1000473,Non-Transient non-community system,BELMONT COUNTRY CLUB,Private
CA1000004,Community water system,BELMONT WATER CORPORATION,Private
CA4901189,Transient non-community system,AZURE ACRES CD RECOVERY CENTER,Private
CA4900998,Transient non-community system,BOISSET - DE LOACH WINERY,Private
CA1206004,Community water system,PALMER CREEK CSD,Local government
CA1206013,Transient non-community system,ELK COUNTRY RV RESORT AND CAMPGROUND,Private
CA1100203,Community water system,ARTOIS COMMUNITY S.D.,Local government
CA1210002,Community water system,"BLUE LAKE, CITY OF",Local government
CA1210010,Community water system,"SCOTIA, TOWN OF,  LLC",Private
CA4810036,Transient non-community system,NEW LIFE CHURCH,Private
CA4300571,Community water system,SULLIVAN MUTUAL WATER,Private
CA1500252,Community water system,KERN VALLEY MUTUAL WATER COMPANY,Private
CA1100749,Non-Transient non-community system,RIVER VALLEY CHRISTIAN SCHOOL,Private
CA1000494,Transient non-community system,HARVEST MISSIONARY BAPTIST CHURCH,Private
CA1105003,Non-Transient non-community system,"CITY OF ORLAND, HAIGH FIELD PARK",Local government
CA1110001,Community water system,CITY OF ORLAND,Local government
CA2400119,Transient non-community system,MERCED GOLF & COUNTRY CLUB,Private
CA2400128,Community water system,COUNTRY CLUB COUNTY WD,Private
CA2400227,Transient non-community system,ELKS LODGE PARK,Private
CA2400117,Transient non-community system,RANCHO DEL REY GOLF CLUB,Private
CA2400162,Non-Transient non-community system,HUGHSON NUT INC. - LIVINGSTON,Private
CA2400223,Non-Transient non-community system,"MINTURN NUT CO., INC.",Private
CA2300755,Non-Transient non-community system,POTTER VALLEY SCHOOL DISTRICT,Local government
CA2400226,Non-Transient non-community system,HW NEWPORT (FKA GOLD HILLS NUT),Private
CA1500404,Community water system,PINEBROOK COMMUNITY WATER WELL,Private
CA1500475,Community water system,KRISTA MUTUAL WATER COMPANY,Private
CA3000778,Transient non-community system,LAZY W RANCH WATER SYSTEM,Private
CA2400326,Transient non-community system,WESTSIDE GROCERY,Private
CA2400169,Non-Transient non-community system,E & J GALLO WINERY,Private
CA2400206,Non-Transient non-community system,JOSEPH GALLO CHEESE CO.,Private
CA5601725,Transient non-community system,SMITH FORKS WATER SYSTEM,State government
