Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400249,JOSEPH KERR MIDDLE SCHOOL,NTNC,School,12,1321,1/7/2021,NA,Jan-21,ELK GROVE WATER SERVICE,CA3410008,RCD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.37314,38.409591,Both,GW,GW,42540,45.04391468005019,54.95608531994981,81.68888888888888,2.8444444444444446,2.0444444444444447,0,0,12.533333333333333,67279,22.38420076830727,77.61579923169272,49.181577460392525,7.355458855375333,18.962198887675413,0.3368131384251442,1.4389852847468452,17.02472901031461,103744.52695245169
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/2021,NA,Jan-21,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,GW,SW,172666,24.76489028213166,75.23510971786834,42.01183431952663,8.375056895766955,25.80791989076013,0,5.5530268548020025,8.375056895766955,86875,27.9251067980229,72.07489320197709,28.36320792881824,10.540104773134114,32.78183370915422,0.2677007186738019,1.7655115653921563,19.844229516918613,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400468,SACRAMENTO SOFTBALL COMPLEX (SWS),NC,City,4,500,6/17/2021,NA,Jun-21,CITY OF SACRAMENTO MAIN,CA3410020,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.386844,38.639041,Both,GW,SW,510931,34.6749226006192,65.3250773993808,40.10791366906475,2.877697841726619,0.08992805755395684,0,0,56.11510791366906,46453,50.69463659522033,49.305363404779676,31.886519825703857,12.840801475303042,18.942076145478254,0.31966985820365523,1.6387703268742309,28.39123408674751,NA
District 09- Sacramento,SACRAMENTO,CA3410023,FRUITRIDGE VISTA WATER COMPANY,C,IOU,4761,15712,NA,Nov-19,Nov-19,CAL AM FRUITRIDGE VISTA,CA3410023,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-121.460664,38.522295,Tool,GW,GW,15385,52.800000000000004,47.199999999999996,14.273281114012185,1.9147084421235856,32.02785030461271,0,0,51.784160139251526,54837,59.889446972793756,40.110553027206244,14.66032065194041,11.43611039016344,18.441197996429167,0.30563257988761156,1.816407445283617,45.853463978888136,43196.150620868546
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600316,UNION PACIFIC RR / YERMO,NTNC,Private (other),3,25,3/15/2018,NA,Mar-18,Liberty Utilities Apple Valley,CA3610118,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-116.8227733,34.90202074,Both,GW,GW,1033,47.686832740213525,52.313167259786475,66.92693809258226,0,7.585052983825991,0,0,20.970440602342443,57013,47.686832740213525,52.313167259786475,66.92693809258226,0,7.585052983825989,0,0,20.970440602342443,57013
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600125,HINKLEY ELEMENTARY SCHOOL,NTNC,School,1,527,NA,Oct-19,Oct-19,PG & E PIPELINE OPERATION,CA3600192,Private (other),None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.0470437,34.8888772,Tool,GW,GW,50,0,100,31.818181818181817,0,2.272727272727273,0,0,65.9090909090909,42222,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,CA3610118,YERMO WATER COMPANY,C,IOU,316,1033,NA,Aug-15,Aug-15,APPLE VALLEY RANCHOS WC-YERMO,CA3610118,IOU,None,None,0,0,0,0,0,None,Managerial,Managerial,Voluntary,NA,-116.8486176,34.90885925,Tool,GW,GW,1033,47.686832740213525,52.313167259786475,66.92693809258226,0,7.585052983825991,0,0,20.970440602342443,57013,47.686832740213525,52.313167259786475,66.92693809258226,0,7.585052983825989,0,0,20.970440602342443,57013
LPA67 - SAN DIEGO COUNTY,SAN DIEGO,CA3705026,ERRECA'S ASSOCIATES,NC,Private (other),7,25,8/26/19,NA,Aug-19,California Water Service -Stockton,CA3710013,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.9462983,32.90652,Both,GW,SWP,35500,3.203661327231121,96.79633867276888,85.10301109350237,0,5.309033280507132,1.2678288431061806,0,8.32012678288431,120754,40.4034741160814,59.5965258839186,65.01397667330946,1.9311799840034478,1.1422732175089,1.381903361010909,0.4882289904894586,25.403167247777077,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/2021,NA,May-21,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,GW,SW,45920,27.25060827250608,72.74939172749392,85.30066815144765,0,2.0044543429844097,0,0,11.804008908685969,106830,65.71459014679934,34.28540985320066,68.73615974225478,2.542764090397187,5.517360566506362,0.18783175512141992,0.02589527020621288,19.09405511968552,NA
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200647,COMMUNITY CHRISTIAN SCHOOL,NTNC,School,4,80,2/13/18,NA,Feb-18,Goleta Water District,CA4210004,County Water District,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.799885,34.452451,Both,GW,SW,84462,24.887556221889056,75.11244377811094,78.80698351115421,0,8.050436469447138,0,0,9.311348205625606,189093,52.31010917555183,47.68989082444817,54.58652164743059,2.330197282144014,12.67695983190925,0.3000804834628055,0,26.505544515195904,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901387,SONOMA CUTRER,NC,Private (other),4,40,1/8/2021,NA,Jan-21,"WINDSOR, TOWN OF",CA4910017,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.832536,38.498683,Both,GW,GW,28397,26.46048109965636,73.53951890034365,73.71428571428571,0.19047619047619047,0.19047619047619047,10.952380952380953,0,14.952380952380953,103482,24.903996244316833,75.09600375568317,57.11594300149009,0.4760933052525016,2.0273642833800944,0.861351067485152,0.21844352314627224,35.38515075218055,NA
DISTRICT 18 - SONOMA,SONOMA,CA4901389,PG & E LAKEVILLE SUBSTATION,NTNC,Private (other),1,50,8/16/2018,NA,Aug-18,City of Petaluma,CA4910006,City,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.580815,38.250365,Both,GW,GW,64251,6.906906906906906,93.09309309309309,88.56132075471697,0,8.13679245283019,0,0,3.1839622641509435,127227,38.13333097378324,61.86666902621677,66.28549113606445,1.075792260470941,3.899329789080867,0.3080215287194373,0.03685458947164284,23.307906853033955,NA
DISTRICT 24 - TULARE,TULARE,CA5400600,GOLDEN KEY APARTMENTS,C,Private (other),16,48,3/21/17,NA,Mar-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0356383,36.0647783,Both,GW,GW,65702,36.332179930795846,63.667820069204154,11.656952539550375,0,0,0,0,88.34304746044963,56263,51.23691087329515,48.763089126704855,21.6049001946686,0.3158402692835917,4.142735044538788,1.01682079571968,0.37644693870144375,70.33753367403904,NA
DISTRICT 24 - TULARE,TULARE,CA5403202,SALLY TRACH WATER SYSTEM,C,Private (other),10,25,5/25/17,NA,May-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.017809,36.068525,Both,GW,GW,65702,53.65853658536586,46.34146341463415,5.167597765363128,0,0,0,0,94.83240223463687,18634,51.23691087329515,48.763089126704855,21.6049001946686,0.3158402692835917,4.142735044538788,1.01682079571968,0.37644693870144375,70.33753367403904,NA
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5601206,LIMONEIRA CO. - MCKEVETT,C,Private (other),9,36,2/1/17,NA,Feb-17,City of Santa Paula Water Dept.,CA5610011,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0408133,34.362875,Both,GWP,GW,29321,84.93975903614458,15.060240963855422,1.2082853855005753,1.0356731875719216,0,0,0,97.7560414269275,55417,51.249701842224304,48.7502981577757,12.555556173586668,0.12906657866586152,0.37546532357238016,0.08363261642131149,0.0017244452924419194,85.434552363451445,NA
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5610010,RIO PLAZA WATER COMPANY,C,IOU,516,1716,NA,May-19,May-19,CAL AMERICAN WC - RIO PLAZA,CA5610010,IOU,None,None,0,0,0,0,0,NA,Managerial,Managerial,Voluntary,NA,-119.1701857,34.2295363,Tool,GW,GW,1716,34.93975903614458,65.06024096385542,13.359528487229863,0,0,0,0,84.21741977734119,74554,38.30532060597683,61.694679394023154,12.663129177984448,0.0025002717985913234,0.20471282722616752,0.0029232033466117463,0.0027490550621327484,85.09711347451096,69793.12229110976
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301206,DESERT HOT SPRINGS SPA HOTEL,NP,Private (other),1,520,12/9/2021,NA,Dec-21,MISSION SPRINGS WD,CA3310008,County Water District,NONE,None,0,0,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,GW,GW,38694,35.8974358974359,64.1025641025641,40.873506386485374,7.045735475896168,2.1013597033374536,0,0.288421920065925,45.44705397610219,57070,46.4276586890247,53.572341310975304,29.18171510475918,7.157075517704728,2.808181248799924,0.8722399043186472,0.12650278849445018,57.577933605523256,NA
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/2021,NA,Oct-21,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,GW,GW,691,72.46376811594203,27.536231884057973,8.482142857142858,0,0,0,0,87.38839285714286,54403,69.9840757789185,30.01592422108149,11.204370618260898,0.46655362637205605,0.21027769075923652,0,0.6308330722777095,83.60371711524535,51723.442313003936
DISTRICT 18 - SONOMA,SONOMA,CA4901439,CENTRO CHRISTIANO EVANGELISTICO,NTNC,Private (other),3,36,9/19/2018,NA,Sep-18,City of Santa Rosa,CA4910009,City,Operating without a permit,NA,NA,NA,NA,NA,NA,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.737424,38.428867,Both,GW,GW,173648,21.80094786729858,78.19905213270142,35.9375,2.34375,0.9765625,0,0,60.7421875,48042,45.99029234765316,54.00970765234684,52.491984909064826,2.2908197378335835,5.617907055746451,0.5339041744397037,0.5597533495871722,34.749577691195086,NA
LPA59 - NEVADA COUNTY,NEVADA,CA2900540,FOREST LAKE CHRISTIAN SCHOOL,NTNC,School,3,300,5/31/18,NA,May-18,Nevada Irrigation District,CA2910014,Irrigation District,"Pb and Cu, historic SVOC and bacteriological",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.062047,39.021785,Both,GW,SW,6932,7.605633802816901,92.3943661971831,97.30483271375465,0,0,0,0,1.3011152416356877,NA,13.464712392108222,86.53528760789177,85.33471678800039,0,0.8321873396425683,0.9470886728753979,0,8.136151953457036,NA
LPA39- El Dorado County,EL DORADO,CA0900655,ROCKWATER APTS.,C,Private (other),24,50,6/28/17,NA,Jun-17,Lukins Brothers Water Company,CA0910007,IOU,PCE,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-120.011217,38.91837,Both,GW,GW,3200,61.003861003861005,38.996138996138995,84.44193912063133,0,4.058624577226606,0,0,7.5535512965050735,66540,44.11413924768377,55.88586075231624,77.9583419920498,0.9035918663526621,3.090359732041149,0,0,13.42712727990541,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400352,ACORN MOBILE VILLAGE,C,MHP,56,100,10/18/19,NA,Oct-19,City of Sacramento Main,CA3410020,City,"PCE, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4419157,38.5217128,Both,GW,SW,510931,79.87012987012987,20.12987012987013,22.11476466795616,7.607994842037395,43.004513217279175,0,0,24.629271437782077,39853,50.69463659522033,49.305363404779676,31.886519825703857,12.840801475303042,18.942076145478254,0.31966985820365523,1.6387703268742309,28.39123408674751,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301046,BOE DEL HEIGHTS MUTUAL WATER,C,MWC,116,325,8/1/2018,NA,Aug-18,Indio Water Authortiy,CA3310020,City,Perchlorate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/BOE_DEL_HEIGHTS.PDF,-116.2191162,33.7122802,Both,GW,GW,79114,17.38484398216939,82.6151560178306,10.565110565110565,22.11302211302211,0,0,0,67.32186732186733,41641,29.755044152810644,70.24495584718936,24.886444433709254,3.7754363466016927,2.51670571440523,0.11263399772082387,0,67.13231030541586,NA
LPA49 - LA COUNTY,LOS ANGELES,CA1900122,ENVIRONMENTAL CARE INDUSTRIES-VLY CREST,NTNC,Private (other),4,100,11/20/17,NA,Nov-17,LA - DWP,CA1910067,City,Periodic bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.404382,34.292631,Both,GW,SW,4041284,14.906832298136646,85.09316770186336,36.09022556390977,8.082706766917292,8.270676691729323,0,0,47.556390977443606,126518,62.7417783940812,37.25822160591879,29.195423919737244,8.59688423561153,11.48342880705584,0.15459931148312914,0.12307623934019728,47.26828759386923,NA
DISTRICT 24 - TULARE,TULARE,CA5403149,RANCHO LOPEZ WATER SYSTEM,C,Private (other),11,50,12/31/17,NA,Dec-17,City of Porterville,CA5410010,City,"Periodic bacteriological issues, single source",Multiple,0,1,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.984521,36.059476,Both,GW,GW,65702,54.956896551724135,45.043103448275865,28.028933092224236,0,1.6877637130801686,0,0.7836045810729355,67.99276672694394,21016,51.23691087329515,48.763089126704855,21.6049001946686,0.3158402692835917,4.142735044538788,1.01682079571968,0.37644693870144375,70.33753367403904,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,GW,SW,45920,37.79904306220095,62.20095693779905,83.13891834570519,0,4.40084835630965,0,0,12.142099681866384,95722,65.71459014679934,34.28540985320066,68.73615974225478,2.542764090397187,5.517360566506362,0.18783175512141992,0.02589527020621288,19.09405511968552,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,GW,SW,45920,37.79904306220095,62.20095693779905,83.13891834570519,0,4.40084835630965,0,0,12.142099681866384,95722,65.71459014679934,34.28540985320066,68.73615974225478,2.542764090397187,5.517360566506362,0.18783175512141992,0.02589527020621288,19.09405511968552,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,Aug-19,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,SWP,SWP,34232,10.865191146881289,89.13480885311871,90.12096774193549,2.1169354838709675,0,0,2.318548387096774,2.82258064516129,101776,31.267243174059782,68.73275682594023,78.57738843364953,2.5154961938275036,3.570674172345462,0.37352144661980896,0,10.919998301271038,NA
DISTRICT 24 - TULARE,TULARE,CA5403038,SPRINGVILLE WATER CO.,C,Private (other),5,50,1/15/20173,Jan.2018,Jan-17,City of Porterville,CA5410010,City,Single source in drought prone area,Sustainability,0,0,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.964641,36.054012,Both,GW,GW,65702,63.559322033898304,36.440677966101696,69.32270916334662,0,0,0,0,30.677290836653388,20625,51.23691087329515,48.763089126704855,21.6049001946686,0.3158402692835917,4.142735044538788,1.01682079571968,0.37644693870144375,70.33753367403904,NA
DISTRICT 01 - KLAMATH,DEL NORTE,CA0800613,CRIVELLI'S WATER SYSTEM,NC,MHP,1,100,6/29/17,NA,Jun-17,Yurok Indian Tribe McBeth,TS0000000,Tribal,TCR,Quality,0,1,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel,GW,NA,NA,23.917995444191344,76.08200455580865,48.35262689225289,1.5138023152270703,0.08904719501335707,29.29652715939448,0,16.47373107747106,38092,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,Jun-19,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,GW,SW,129007,4.491413474240423,95.50858652575957,90.68994181213633,0,0,0,0,9.310058187863675,125486,22.06045698115514,77.93954301884484,77.82567024944188,0.9675218260923459,5.398134630826027,0.38593287470029264,0.17877836897680438,11.397292055405888,NA
District 19 - Tehachapi,KERN,CA1502163,LINNS VALLEY SCHOOL,NTNC,School,4,106,3/1/17,Feb.2017,Mar-17,Glennville Mutual Water Company,CA1503536,MWC,TCR,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.704235,35.72999,Both,GW,GW,100,11.87648456057007,88.12351543942994,80.45851528384279,0.43668122270742354,0,1.7467248908296942,0,5.567685589519651,70540,11.87648456057007,88.12351543942994,80.4585152838428,0.43668122270742354,0,1.7467248908296942,0,5.567685589519651,70540
LPA50- MADERA COUNTY,MADERA,CA2000578,PETE'S PLACE (WATER),NC,Private (other),1,150,3/24/17,NA,Mar-17,Hillview WC - Oakhurst/Sierra Lakes,CA2010007,IOU,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.654955,37.331232,Both,GW,GW,3403,26.741996233521657,73.25800376647834,65.78773895847067,0,0.7910349373764008,0,0,33.421226104152936,53401,20.230408955518666,79.76959104448133,75.09725818897205,0,2.5783974944412513,0.41720196274468924,0,21.0018337710618,71737.79826347601
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,Jun-17,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,GW,SWP,184385,34.48275862068966,65.51724137931035,58.91472868217055,3.9867109634551494,1.2181616832779625,1.4396456256921373,0,30.34330011074197,77361,52.12673248129492,47.87326751870506,52.74768798224096,9.487874806648424,10.013240500475332,0.33902302367905,0.4177236113703355,21.2771315267297,NA
LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,CA3900810,JR SIMPLOT CO,NTNC,Private (other),1,300,1/7/19,NA,Jan-19,City of Lathrop,CA3910015,City,"TCR, Arsenic",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.275974,37.808651,Both,GW,SWP,26833,55.208333333333336,44.79166666666667,21.16788321167883,0,20.92457420924574,0,0,57.907542579075425,51563,22.27796385651247,77.72203614348754,23.41729855965214,5.31379647397904,24.249296346480428,0.05186464839849604,0.5247616204253746,42.12326592809641,NA
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,Aug-20,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,GW,SW,2772,19.841269841269842,80.15873015873017,81.53200419727177,8.0797481636936,0,0,0,5.771248688352571,NA,18.6892914976829,81.3107085023171,84.37303448345156,3.711363828564984,0.4206215439934354,0.4078170827049273,0.268799883894521,5.233621666055272,NA
District 11 - Merced,MARIPOSA,CA2202048,INDIAN FLAT R V PARK AND CAMPGROUND,NC,MHP,53,100,3/14/17,NA,Mar-17,Cedar Lodge Resort,CA2210900,Private (other),TCR/Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.848992,37.661214,Both,GW,GW,656,25.468164794007492,74.53183520599251,60.48689138576779,0,0,19.662921348314608,0,17.415730337078653,40469,25.468164794007492,74.53183520599252,60.48689138576779,0,0,19.66292134831461,0,17.415730337078653,40469.00000000001
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400198,CARA BAY APARTMENTS,C,Private (other),85,500,3/8/18,NA,Mar-18,City of Sacramento,CA3410020,City,tetrachloroethylene,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4360967,38.5150817,Both,GW,SW,510931,76.14533965244867,23.85466034755134,8.73015873015873,4.478458049886622,58.10657596371882,0,0,28.68480725623583,23859,50.69463659522033,49.305363404779676,31.886519825703857,12.840801475303042,18.942076145478254,0.31966985820365523,1.6387703268742309,28.39123408674751,NA
DISTRICT 03 - MENDOCINO,LAKE,CA1700526,PINE GROVE WATER SYSTEM,C,Private (other),90,352,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"TMF failures, under receivership",TMF Capacity,0,0,1,0,0,Technical Assistance/SWRCB,Regionalization,Physical,Voluntary,NA,-122.730287,38.829578,Both,GWP,GW,3308,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
District 11 - Merced,TUOLUMNE,CA5500157,USFS PINECREST REC AREA,NTNC,Federal,20,361,9/18/2018,NA,Sep-18,Pinecrest Permittees Assn,CA5510004,PA,Total trihalomethanes,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.997221,38.19084,Both,SWP,SW,1253,100,0,69.8170731707317,0,15.24390243902439,0,0,11.585365853658537,42379,100,0,69.8170731707317,0,15.24390243902439,0,0,11.585365853658535,42379
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000743,UPS - SAN LUIS OBISPO,NTNC,Private (other),1,35,10/20/17,NA,Oct-17,City of San Luis Obispo,CA4010009,City,Treated for Mercury,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.642514,35.249208,Both,GW,SW,45920,37.79904306220095,62.20095693779905,83.13891834570519,0,4.40084835630965,0,0,12.142099681866384,95722,65.71459014679934,34.28540985320066,68.73615974225478,2.542764090397187,5.517360566506362,0.18783175512141992,0.02589527020621288,19.09405511968552,NA
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601055,ROADRUNNER MHP,C,MHP,59,150,7/28/17,NA,Jul-17,Golden State-Morongo Del Norte,CA3600270,IOU,Uranium,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.54686,34.069041,Both,GW,GW,870,7.849829351535837,92.15017064846417,79.00355871886121,0,0,0,0,19.217081850533805,53429,31.837523088527714,68.1624769114723,77.46828238302398,0.03532327515107971,0.09272359727158425,0.011151192464820114,0.006372109979897208,13.120292721891575,34960.8890793592
LPA39- El Dorado County,EL DORADO,CA0900673,DRIFTWOOD APTS.,C,Private (other),1,40,11/6/2018,NA,Nov-18,South Tahoe PUD,CA0910002,PUD,"Uranium, gross alpha",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.94738,38.951032,Both,GW,GW,121124,68.80952380952381,31.19047619047619,39.01420217209691,0.2506265664160401,46.53299916457811,0,0,9.523809523809524,45769,47.85091019580782,52.14908980419217,65.39620759494996,0.6259236038519519,5.230386207376091,0.1207859482393177,0.07725800661849254,25.028566276663216,NA
LPA50- MADERA COUNTY,MADERA,CA2000614,OAK CREEK INTERMEDIATE SCHOOL,NTNC,School,7,190,3/2/18,NA,Mar-18,Hillview Water Company - Oakhurst/Sierra Lakes,CA2010007,IOU,"uranium, historical nitrate and bacteriological",Quality,0,1,0,0,0,Prop 84,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/OAK_CREEK_ELEM.PDF,-119.6404017,37.331537,Both,GW,GW,3403,3.6945812807881775,96.30541871921181,86.27838104639685,0,2.3692003948667324,0,0,10.266535044422508,110588,20.230408955518666,79.76959104448133,75.09725818897205,0,2.5783974944412513,0.41720196274468924,0,21.0018337710618,71737.79826347601
District 23 - Fresno,FRESNO,CA1000248,DOUBLE L MOBILE RANCH PARK,C,MHP,37,80,4/16/20,NA,Apr-20,City of Kerman,CA1010018,City,"Uranium; 1,2,3-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/DOUBLE_L_MHP_CONSOL.DOCX,-119.996395,36.7133135,Both,GW,GW,15282,25.925925925925924,74.07407407407408,30.738916256157633,2.561576354679803,0,0,0,61.87192118226601,61827,47.83303559082467,52.16696440917533,13.847486166268716,0.08218346941496536,4.064481334277783,0.10903502981474211,0,80.5931110806975,NA
DISTRICT 03 - MENDOCINO,LAKE,CA1700542,Branding Iron Mutual*,C,MWC,27,90,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.721253,38.822877,Both,GW,GW,3308,30.129870129870127,69.87012987012987,99.74489795918367,0.12755102040816327,0,0,0,0.12755102040816327,52176,15.972040261143105,84.02795973885688,91.13516217294618,0.026403659913082238,0,9.304535147841106e-6,0,8.838362056993319,116550.16980350295
