Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,B11001_001M,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
DISTRICT 03 - MENDOCINO,LAKE,CA1700544,COBB AREA CWD - BONANZA SPRINGS,C,CSA,180,594,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Fire impacts,Disaster,0,0,0,1,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.698112,38.8619308,Both,"On yearly excel sheets listed as none for issues. Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,2625.212513,5,NA,NA,11310 FOREST OAKS DRIVE COBB CA 95453,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,137,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700501,ADAMS SPRINGS WATER DISTRICT,C,Water District,77,99,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,historic E.coli issues and source capacity,Multiple,1,1,0,0,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7276252,38.84671579,Both,Changed date to match others and what is in success story but originally said june,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,10.14807361,2,NA,NA,14564 Emerford Rd COBB CA 95461,060330011022,"Block Group 2, Census Tract 11.02, Lake County, California",513,301,456,269,0,13,0,13,0,13,0,13,57,82,138138,109473,196,99,174,104,22,37,196,99,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700526,PINE GROVE WATER SYSTEM,C,Private (other),90,352,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"TMF failures, under receivership",TMF Capacity,0,0,1,0,0,Technical Assistance/SWRCB,Regionalization,Physical,Voluntary,NA,-122.730287,38.829578,Both,Changed date to match others and what is in success story but originally said may,NA,No,No,9,Cobb,GWP,NA,GWP,GW,3308,Community water system,372.455628,3,NA,NA,15985 Bottle Rock Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,173,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700542,Branding Iron Mutual*,C,MWC,27,90,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.721253,38.822877,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,NA,NA,NA,NA,16320 High Road COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,173,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700563,Lake County CSA 22 - Mount Hannah^,C,CSA,39,95,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.729131,38.88741,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story System number for managerial consolidation was different. CA1700563",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,3839.753913,10,NA,NA,9564 HWY. 175 KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,137,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700574,Lake County CSA 18 - Starview^,C,CSA,64,172,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,Valley Fire impacted,Disaster,0,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.701879,38.817775,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that).Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,98.5212273,2,NA,NA,11270 Gifford Springs Rd. Lakeport CA 95426,060330013025,"Block Group 5, Census Tract 13.02, Lake County, California",458,303,415,292,5,9,4,10,0,13,0,13,7,8,45804,44967,158,98,143,95,15,23,158,98,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700552,Hill Nine and Ten*,C,MWC,17,50,8/18/18,Aug.2018,Aug-18,Cobb Area County Water District,CA1710012,County Water District,"Valley Fire impacted, storage and source capacity",Multiple,1,0,0,1,0,TA/SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/Cobb_story.pdf,-122.7519933,38.905975,Both,"Changed type from managerial to regionalization based on on success story. Appear twice in excel data because the process started with managerial but not counting that because it doesn't seem like it was ever the end goal just a step in the process (double check that). Made date aug 18, 2018 based on success story",NA,No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,5921.414589,12,NA,NA,9066 Diamond Dust Trail KELSEYVILLE CA 95451,060330011011,"Block Group 1, Census Tract 11.01, Lake County, California",860,263,770,251,17,28,0,13,0,13,0,13,34,35,52287,9121,456,137,389,141,67,45,456,137,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 03 - MENDOCINO,LAKE,CA1700530,Cobb mountain water company,NP,IOU,64,76,Jul-21,NA,Jul-21,Cobb area water,CA1710012,County Water District,Valley Fire impacted,NA,NA,NA,NA,NA,NA,NA,Regionalization,Physical,Voluntary,NA,NA,NA,OTHER,Added to cobb area water regionalization project according to success story,"Yes, consolidation completed, will be added to map next q",No,No,9,Cobb,GW,NA,GW,GW,3308,Community water system,681.4420801,3,NA,NA,15761 BOTTLE ROCK ROAD COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,385,173,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,18.939074857164787,1.9938002826739908e-5,0,195.2868243440624,86.70315009300955,72.85488805247472,13.848262040534822
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303085,"HITS, INC. - OOB",NC,Private (other),5,900,8/10/17,NA,Aug-17,CVWD,CA3310001,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,297500,Community water system,1354.984314,3,1,NA,81400 Ave. 52 Indio CA 92201,060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California",897,250,748,223,1,3,0,13,0,13,0,13,130,99,43516,23416,568,192,551,191,17,20,568,192,448036.836693,2762250414.37,138262.87476330032,NA,11250.555535494734,7181.996136630422,343728.31546575896,185305.3699455745,880.9534726708958,273.53278154802825,132738.49162388727,138262.87476330032,97038.41959877704,41224.4551645233
DISTRICT 24 - TULARE,TULARE,CA5400957,WEST GOSHEN MUTUAL WATER CO,C,MWC,100,400,NA,Jun-14,Jun-14,CWS - VISALIA,CA5410016,IOU,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/west_goshen_mwc.pdf,-119.4615901,36.34898964,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,4303.313818,1,NA,NA,4856 Avenue 309 Visalia CA 93291,061070009011,"Block Group 1, Census Tract 9.01, Tulare County, California",978,556,223,156,0,13,0,13,0,13,0,13,738,562,29189,28697,234,104,102,67,132,84,234,104,157492.052212,138382334.386,38126.06576804115,NA,6631.910865284477,2570.2872943833663,116393.65032485196,61227.420197838626,488.22557122711333,40.664337273463154,43496.95034816417,38126.06576804115,22113.56107916293,16012.504688878224
DISTRICT 24 - TULARE,TULARE,CA5400966,WESTLAKE VILLAGE MHP,C,MHP,137,350,2/15/17,NA,Feb-17,CWS-Visalia,CA5410016,IOU,Water outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3183382,36.2877026,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,9.244496013,2,NA,NA,2400 W. MID VALLEY AVE VISALIA CA 93277,061070020103,"Block Group 3, Census Tract 20.10, Tulare County, California",2017,832,1045,279,1,2,7,12,144,171,0,13,657,781,86750,30770,787,229,727,221,60,41,787,229,157492.052212,138382334.386,38126.06576804115,NA,6631.910865284477,2570.2872943833663,116393.65032485196,61227.420197838626,488.22557122711333,40.664337273463154,43496.95034816417,38126.06576804115,22113.56107916293,16012.504688878224
DISTRICT 24 - TULARE,TULARE,CA5400570,CHINOWTH APARTMENTS,C,Private (other),10,28,4/1/17,Mar.2017,Apr-17,CWS-Visalia,CA5410016,IOU,Water Outage,Capacity,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.334984,36.325368,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,141165,Community water system,NA,NA,NA,NA,612 S CHINOWTH ST VISALIA CA 93277,061070020081,"Block Group 1, Census Tract 20.08, Tulare County, California",1986,370,669,224,110,97,27,50,34,45,0,13,1010,260,31616,4567,814,158,33,26,781,162,814,158,157492.052212,138382334.386,38126.06576804115,NA,6631.910865284477,2570.2872943833663,116393.65032485196,61227.420197838626,488.22557122711333,40.664337273463154,43496.95034816417,38126.06576804115,22113.56107916293,16012.504688878224
NA,TULARE,CA5400553,TRAVER WATER LLC,C,IOU,180,500,NA,NA,Aug-15,DEL ORO TRAVER DISTRICT,CA5400553,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,Moved from private to IOU in 2015,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,GW,GW,GW,660,Community water system,NA,NA,NA,NA,36514 Zante Dr Traver CA 93673,061070003023,"Block Group 3, Census Tract 3.02, Tulare County, California",750,218,62,31,0,13,0,13,2,3,0,13,666,218,48194,8088,181,35,91,28,90,27,181,35,5211.51134838,717508.62493,2.2462278480884965,108254.70491077699,0.024820197216447473,0,9.307573956167802,8.265125673077009,0,0,0.7694261137098717,2.2462278480884965,1.12931897334836,1.1169088747401363
NA,SHASTA,CA4500022,"HAT CREEK WATER COMPANY, LLC",C,IOU,62,198,Aug-19,NA,Aug-19,DEL ORO WATER CO. - HAT CREEK DISTRICT,CA4500022,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,NA,"confirm ""managerial consolidation"" definition",No,Yes,NA,Yes,NA,SW,SW,SW,205,Community water system,NA,NA,NA,NA,43000 Mountain House Rd Old Station 96071,060890127023,"Block Group 3, Census Tract 127.02, Shasta County, California",714,330,686,326,1,2,0,13,3,5,0,13,24,17,58665,31102,301,122,227,97,74,64,301,122,5252.94295221,1601500.98157,0.37065732429009784,21491.69968590798,0.002975900529241881,0.0039847130516410065,0.8910712401991308,0.028670416822845664,0.002244559656420284,0,0.8445915047893708,0.37065732429009784,0.2716887373706782,0.09896858691941963
DISTRICT 21 - VALLEY,BUTTE,CA0400091,BUZZTAIL COMMUNITY SERVICE DISTRICT,C,CSD,30,99,NA,NA,Nov-15,DEL ORO WATER COMPANY - BUZZTAIL DIST.,CA0400091,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Bought in 2015, previously CSD","No records of change in ECM, would need to email district",No,No,NA,Yes,GW,GW,GW,GW,99,Community water system,NA,NA,NA,NA,4541 Wilder Drive CHICO CA 95928,060070016022,"Block Group 2, Census Tract 16.02, Butte County, California",517,213,476,206,0,13,0,13,29,30,0,13,0,13,92682,23649,266,105,239,105,27,40,266,105,12058.1090067,4993558.13978,11.13788378787025,1032281.3452273905,1.2142805633392377,0,21.64769142228917,0,0,0,19.930949936188867,11.13788378787025,10.007346711657856,1.1305370762123939
NA,GLENN,CA1100404,BLACK BUTTE WATER CO.,C,IOU,87,249,NA,NA,Sep-15,DEL ORO WC - BLACK BUTTE DISTRICT,CA1100404,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Acquired in 2015, to IOU Private water company previously but owner died and children didn't want to operate it","Black Butte Water Co CA4700832 is inactive, the physical location was 316 Pony Trail, Mt Shasta, CA 96067, far from Del Oro BB - which the boundary map shows to be (Orleans, CA)",No,Yes,NA,Yes,NA,GW,GW,GW,284,Community water system,407.0287487,1,NA,NA,4522 Cedar Ave Orland 95963,060210102001,"Block Group 1, Census Tract 102, Glenn County, California",1177,410,340,164,0,13,21,22,0,13,0,13,745,360,42468,2432,386,112,288,107,98,58,386,112,2009.11284602,231699.275434,1.8331132601116462,116679.84620328834,0.10555798109329743,0,5.302630042601659,1.2815587778292257,1.3212652042924802e-5,0,3.8722725892324514,1.8331132601116462,1.506781477689496,0.32633178242214994
NA,TEHAMA,CA5200574,LARKSPUR MEADOWS WATER CO.,C,IOU,31,70,NA,NA,Mar-17,DEL ORO WC - LARKSPUR MEADOWS,CA5200574,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"2016, private to IOU","No records of change in ECM, would need to email district",No,Yes,NA,Yes,NA,GW,GW,GW,112,Community water system,NA,NA,NA,NA,1320 Larkspur Ct Red Bluff CA 96080,061030007012,"Block Group 2, Census Tract 7.01, Tehama County, California",1846,547,1403,504,7,13,109,106,12,21,0,13,268,173,26270,16221,766,197,265,108,501,194,766,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303012,"BEL AIR GREENS, LP",NC,Private (other),1,150,4/18/17,NA,Apr-17,Desert Water Agency,CA3310005,Special Act District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.5115683,33.8081936,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,89232,Community water system,NA,NA,NA,NA,1001 El Cielo Rd. Palm Springs CA 92264,060659407001,"Block Group 1, Census Tract 9407, Riverside County, California",1375,201,988,134,12,9,18,19,27,18,9,12,298,149,63295,10120,683,84,481,66,202,55,683,84,271057.169629,1211826033.89,41037.621668539825,NA,3817.5580598208976,4960.314030466389,92875.27054904912,37142.57239213004,661.0046197185364,215.12759024538616,43917.86298736979,41037.621668539825,24760.671612011578,16276.950056528245
LPA37- Contra Costa County,CONTRA COSTA,CA0707602,BEACON WEST,C,MHP,17,45,1/1/18,Dec.2017,Jan-18,Diablo Water District,CA0710007,County Water District,Arsenic,Quality,0,1,0,0,0,LWS funded,Voluntary Consolidation,Physical,Voluntary,NA,-121.744998,37.960949,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,40144,Community water system,1575.085753,3,NA,NA,3049 W Willow Rd. Bethel Island CA 94511,060133010002,"Block Group 2, Census Tract 3010, Contra Costa County, California",991,335,679,272,20,33,0,13,33,51,0,13,236,230,35721,18375,439,134,369,125,70,65,439,134,46764.0933865,66248888.5351,10542.995403573268,NA,2682.936478362088,2660.8306577683175,36267.03542535824,11055.048827463886,289.6894041063302,588,16633.813476087053,10542.995403573268,8002.570450644548,2540.4249529287213
LPA34- Butte County,BUTTE,CA0400066,DURHAM UNIFIED SCHOOL DISTRICT,NTNC,School,18,1200,8/30/17,NA,Aug-17,Durham Irrigation,CA0410003,Irrigation District,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.8020703,39.6475502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1561,Community water system,181.6410466,1,1,NA,9420 Putney Dr. Durham CCA 95938,060070015001,"Block Group 1, Census Tract 15, Butte County, California",1322,722,1228,716,0,13,0,13,58,79,0,13,36,34,103462,38337,396,123,306,115,90,85,396,123,10266.7702374,3399010.95611,42.641043339066314,NA,3.3251702009656934,12.995026281131047,159.89576938241265,1.6683331591139468,0,0,131.57908667867028,42.641043339066314,26.408267886242566,16.232775452823752
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601060,ROBERTSON'S READY MIX INC,NTNC,Private (other),1,100,2/22/18,NA,Feb-18,East Valley Water District,CA3610064,County Water District,historic uranium/gross alpha,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.206565,34.1030142,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,103000,Community water system,256.2268456,4,NA,NA,8353 N ALABAMA AV REDLANDS CA 92373,060710076043,"Block Group 3, Census Tract 76.04, San Bernardino County, California",1991,435,669,210,35,51,0,13,82,73,0,13,957,329,72917,29573,570,121,518,134,52,53,570,121,82993.6380923,113897461.944,29811.46791380047,NA,6131.612325975647,12350.235942456724,109667.94420500641,62496.5838527058,264.29676571550306,637.055096632478,24363.670988783604,29811.46791380047,16438.65815035034,13372.809763450128
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302093,COUNTY WATER OF RIVERSIDE,C,Private (other),140,420,5/25/17,NA,May-17,Eastern Municipal Water District (EMWD),CA3310009,MWD,Nitrate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/RIVERSIDE_COUNTY_WS.PDF,-117.37587,33.657021,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,608232,Community water system,11349.70614,6,NA,NA,"25898 Bundy Canyon Rd, Menifee, CA",060650432793,"Block Group 3, Census Tract 432.79, Riverside County, California",895,327,492,199,0,13,32,46,25,30,0,13,312,256,91597,23292,281,88,193,74,88,58,281,88,440326.811896,2081652759.23,233162.39929733597,NA,49089.62719797522,74174.47133631716,847336.7768712431,416687.8700135844,2942.8447764399566,3585.463792155184,272266.2804125468,233162.39929733597,156949.20303340573,76213.19626393024
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,Jun-19,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,129007,Community water system,NA,NA,NA,NA,3800 NORTH SHINGLE RD SHINGLE SPRINGS CA 95682,060170308122,"Block Group 2, Census Tract 308.12, El Dorado County, California",2406,883,2182,870,0,13,0,13,0,13,0,13,224,157,125486,58923,757,175,723,174,34,40,757,175,973446.93127,953909629.547,38823.35119553649,NA,5535.33135140455,992.111954109902,102541.55796328351,11686.960839238736,395.7415824101669,183.32212485016274,79803.65476914535,38823.35119553649,30258.742506402377,8564.608689134107
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400249,JOSEPH KERR MIDDLE SCHOOL,NTNC,School,12,1321,1/7/2021,NA,Jan-21,ELK GROVE WATER SERVICE,CA3410008,RCD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.37314,38.409591,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,42540,Community water system,0,1,1,NA,8865 ELK GROVE BLVD ELK GROVE CA 95624,060670093083,"Block Group 3, Census Tract 93.08, Sacramento County, California",2250,1343,1838,1315,64,89,0,13,46,50,0,13,282,212,67279,30442,797,350,438,191,359,295,797,350,42682.0224494,53548189.133,12863.659840435163,1334534305.0231962,7845.298273356909,3043.2002638328017,41373.35717144072,7043.701940907349,139.35090276097398,595.3565215027855,20348.069705236987,12863.659840435163,9984.23239560004,2879.427444835121
DISTRICT 20 - RIVERSIDE,RIVERSIDE,CA3310015,ELSINORE VALLEY MWD - TEMESCAL,C,MWD,696,2294,7/20/17,NA,Jul-17,Elsinore Valley MWD,CA3310012,MWD,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.339836,33.681182,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,152433,Community water system,NA,NA,NA,NA,28755 El Toro Rd. Lake Elsinore CA 92532,060650430053,"Block Group 3, Census Tract 430.05, Riverside County, California",1445,451,495,226,0,13,0,13,44,53,0,13,817,397,51972,15952,453,130,297,104,156,97,453,130,210876.358936,363980240.896,39501.805030800344,NA,7917.463449324509,5818.900073872926,139233.7476634941,63137.715907030775,389.24047496188206,368.02705537855354,56420.77229559616,39501.805030800344,28316.057133736376,11185.747897063966
LPA75 - SHASTA COUNTY,SHASTA,CA4500084,MCARTHUR MOBILEHOME PARK,C,MHP,41,99,NA,Oct-16,Oct-16,FALL RIVER VALLEY C.S.D.,CA4510008,CSD,Manganese,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-121.396952,41.051763,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1535,Community water system,3.060522658,1,NA,NA,44304 A St McArthur CA 96056,060890127022,"Block Group 2, Census Tract 127.02, Shasta County, California",1144,376,693,254,5,11,11,21,5,11,0,13,275,241,41000,13951,462,117,260,92,202,111,462,117,34162.9649347,11401447.7514,28.00584284537168,1149495.7333779423,0.3192039095445754,0.3029497483416016,69.29988522684074,16.605675355463333,0.6882743197921702,0,42.01983285826394,28.00584284537168,15.799880365903926,12.205962479467757
District 23 - Fresno,FRESNO,CA1000112,FAIRMONT SCHOOL,NTNC,School,6,483,6/10/19,NA,Jun-19,FCSA #10/Cumora Knolls,CA1000039,CSA,"Nitrate, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/FAIRMONT.PDF,-119.565632,36.780411,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,132,Community water system,3081.28373,6,NA,NA,3095 N GREENWOOD AVE SANGER CA 93657,060190059162,"Block Group 2, Census Tract 59.16, Fresno County, California",1428,471,736,294,0,13,21,36,218,345,0,13,453,346,127755,50041,479,118,451,124,28,33,479,118,7871.0612269,1318261.50148,48.37528017269958,4782962.228539667,10.05108559593886,2.810651060573126,144.1094710464462,39.91155947294881,0.6906171177408252,0.01764685106152721,84.57338937889764,48.37528017269958,45.22458097838268,3.1506991943168994
District 14 - San Diego,IMPERIAL,CA1310017,CHP CALEXICO PORT OF ENTRY,NTNC,State,1,223,12/8/17,NA,Dec-17,Gateway to Americas,CA1300018,CSA,DBPs,Quality,0,1,0,0,0,CalTrans,Voluntary Consolidation,Physical,Voluntary,NA,-115.38499,32.6807757,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,1800,Community water system,NA,NA,NA,NA,1700 E. Carr Road CALEXICO CA 92231,060250119032,"Block Group 2, Census Tract 119.03, Imperial County, California",2108,578,21,36,48,66,17,27,10,19,0,13,2012,561,49023,23116,425,114,346,99,79,63,425,114,12793.3903334,9766226.95226,34.798115635447935,1705908.0227965643,0.8187791914223044,3.9301401188270613,172.59865355182177,164.73837331416766,1.3919246254179176,0,1.7194363019868393,34.798115635447935,28.329760023211733,6.468355612236205
District 19 - Tehachapi,KERN,CA1502163,LINNS VALLEY SCHOOL,NTNC,School,4,106,3/1/17,Feb.2017,Mar-17,Glennville Mutual Water Company,CA1503536,MWC,TCR,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.704235,35.72999,Both,System typle listed as NP in annual excel sheets.,NA,No,No,2,Yes,GW,NA,GW,GW,100,Community water system,43.47480674,2,1,NA,158 WHITE RIVER ROAD GLENNVILLE CA 93226,060290052083,"Block Group 3, Census Tract 52.08, Kern County, California",916,376,737,305,4,7,16,22,0,13,0,13,51,48,70540,34617,421,156,371,141,50,36,421,156,12690.6998248,4607530.39387,0.9325770339988945,65783.98397828202,0,0.00886058939666408,2.0290749718360743,0.11297251480746702,0.03544235758665632,0,1.6325635963353569,0.9325770339988945,0.8218196665405935,0.110757367458301
